step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5644599,0.4519661,0.3632736,0.7376058,0.6352727,0.6341813,3.314199
1,0.6648595,0.7416031,0.5616297,0.7444253,0.4561077,0.8205315,3.718716
2,0.5869142,0.4482639,0.4127861,0.8062946,0.6346121,0.6326146,3.071106
3,0.5748904,0.6603937,0.55997,0.7980959,0.5855699,0.2704223,1.154969
4,0.5938291,0.7071017,0.5568612,0.8616094,0.6662773,0.177296,1.392888
5,0.5797367,0.7733862,0.5645318,0.7774754,0.5000653,0.2832247,0.8226835
6,0.6119182,0.5336475,0.4762969,0.7876685,0.5058979,0.7560802,1.203719
7,0.6020237,0.8378347,0.6184459,0.7263688,0.5127571,0.3147118,1.24407
8,0.6252263,0.6101542,0.4722557,0.7744861,0.5082182,0.7610172,0.8439649
9,0.6494901,0.6505697,0.5144002,0.804583,0.4483085,0.8295891,1.508296
10,0.768954,0.9345081,0.855164,0.81949,0.3020329,0.9335752,0.7010875
11,0.6348108,0.6190312,0.5503813,0.7696449,0.4442285,0.7907681,1.165898
12,0.6388855,1.035748,0.6723013,0.7470339,0.4583193,0.2810251,0.977406
13,0.7824184,0.9894097,0.8605396,0.798187,0.273295,0.9906604,0.9099251
14,0.6261185,0.9005365,0.7635954,0.7618189,0.3698336,0.3348085,0.4553622
15,0.6414269,0.6617225,0.6093505,0.7329952,0.3490366,0.8540298,0.8014505
16,0.5153415,0.7807755,0.4758506,0.7468094,0.4269189,0.1463532,0.6332117
17,0.6323887,0.9837925,0.7747632,0.7866869,0.4071694,0.2095317,2.956474
18,0.6314505,0.6426134,0.6046345,0.7189595,0.3613563,0.8296887,0.6539967
19,0.8220824,1.155712,0.9910452,0.7621431,0.2719058,0.9296059,2.765762

