step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5417795,0.6003577,0.5090634,0.7255418,0.6163895,0.2575451,2.016954
1,0.584148,0.487927,0.4000894,0.768011,0.5678574,0.6968552,1.187806
2,0.5759375,0.6456143,0.5084387,0.8241481,0.7403081,0.1611783,4.1437
3,0.5955059,0.4971629,0.399601,0.8113663,0.603509,0.6658903,0.8110449
4,0.6163505,0.5343965,0.4381928,0.8411549,0.5379702,0.7300384,1.604096
5,0.6114558,0.5123017,0.4717557,0.8062947,0.5394203,0.7275067,0.7821579
6,0.7191164,0.8056104,0.7635394,0.81949,0.3451805,0.8617619,1.448683
7,0.6007427,0.5389661,0.4876091,0.6847232,0.5584598,0.7339554,1.45369
8,0.6072499,0.8104827,0.6617827,0.7618188,0.4931115,0.309054,0.9486206
9,0.6127889,0.9022843,0.6350978,0.7774755,0.4412341,0.3078528,1.403692
10,0.6311666,0.6011547,0.5461222,0.7189593,0.459908,0.8296886,0.5886826
11,0.6151711,0.8915627,0.6779181,0.7866868,0.5182155,0.2014727,1.470802
12,0.6346343,0.6403775,0.5525045,0.7501605,0.411042,0.819087,0.8492017
13,0.6363562,0.6218842,0.5851305,0.7189595,0.3942068,0.8615999,0.8382021
14,0.6405889,0.6779491,0.5449106,0.7744861,0.3811634,0.8244355,0.4367262
15,0.7903653,1.094747,0.8290717,0.7089764,0.2640623,1.054969,0.4994121
16,0.6841726,0.7603809,0.7239131,0.6903936,0.2821254,0.9640499,0.5770246
17,0.7997776,1.031181,0.9773298,0.81949,0.2373115,0.9335755,1.676223
18,0.6228033,0.9989567,0.7291858,0.7421355,0.3235717,0.3201669,0.5483451
19,0.6579412,0.6830686,0.6290072,0.8062947,0.317306,0.8540295,1.1077

