edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6683863,0.6683863,0.6683863,0.6047305,0.6683863
0.5874276,0.5874276,0.6154003,0.5594549,0.5594548
0.7109745,0.7109745,0.7109745,0.6140234,0.6786575
0.7352073,0.7352073,0.7352073,0.5753796,0.7032417
0.7778018,0.7778018,0.712985,0.550943,0.7453933
0.8230599,0.8230599,0.6913704,0.5267584,0.7901375
0.706397,0.6792279,0.5433823,0.461875,0.6248897
0.9050099,0.871491,0.7038967,0.5363023,0.8044533
0.9042102,0.871917,0.710451,0.4843984,0.8073306
0.9595613,0.9264731,0.694855,0.4632366,0.8602964
0.7616317,0.7353686,0.5515265,0.3676844,0.6565791
0.9848445,0.9520164,0.6565632,0.426766,0.853532
1.013361,1.013361,0.7093531,0.4053446,0.9120253
0.7535834,0.7535834,0.5275086,0.3014334,0.6531057
1.029801,1.029801,0.6643882,0.3654135,0.8969239
0.8062634,0.8062634,0.5201701,0.2860935,0.6762211
0.9000353,0.9000353,0.5906483,0.3093872,0.7312787
0.8342877,0.8342877,0.5651628,0.2960376,0.6997253
1.039722,1.039722,0.7148093,0.3249133,0.8772658
0.8154481,0.8154481,0.5606207,0.2548276,0.6625516

