edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.596403,0.6262231,0.596403,0.596403,0.596403
0.6003572,0.6603928,0.6003572,0.6003572,0.6003572
0.6576403,0.6889566,0.6576403,0.595008,0.6576403
0.7285795,0.7616967,0.7285795,0.5961105,0.7285795
0.6529989,0.7123624,0.6529989,0.5342719,0.6529989
0.6836717,0.7768996,0.6525958,0.5593678,0.6836717
0.7202963,0.7829307,0.6889791,0.532393,0.7202963
0.7533696,0.8188799,0.7533696,0.5240832,0.7861247
0.6819298,0.7708771,0.6819298,0.474386,0.7115789
0.7119498,0.835767,0.7119498,0.5262238,0.7429041
0.752495,0.8465568,0.752495,0.5016634,0.7838489
0.8111064,0.8759949,0.8111064,0.4866639,0.8435506
0.7371256,0.8255806,0.7666106,0.4127904,0.7666106
0.8580987,0.9241062,0.8911025,0.4290494,0.8911025
0.8657177,0.8977813,0.8977813,0.3847635,0.8977813
0.8227717,0.8837177,0.8227717,0.3656763,0.8532447
0.5813156,0.6260322,0.5813156,0.2906578,0.6036739
0.5922142,0.6395913,0.5922142,0.33164,0.6159028
0.8589408,0.8919769,0.8589408,0.4294704,0.8919769
0.8666283,0.8666283,0.8666283,0.3851682,0.8987257

