step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5964029,0.5561644,0.602869,0.7123296,0.6396194,0.4710324,7.606893
1,0.606295,0.6537269,0.5605793,0.723693,0.6297773,0.4636985,9.161385
2,0.6413039,0.6537271,0.5909191,0.731548,0.4888977,0.7414277,4.331279
3,0.6919325,0.7222727,0.6954395,0.7832878,0.4316723,0.8269901,5.340786
4,0.6364873,0.611781,0.6932997,0.7835626,0.5756574,0.5181357,7.929526
5,0.6701792,0.6644814,0.8046388,0.788712,0.6070116,0.486052,6.871797
6,0.6828606,0.7190997,0.6714994,0.7681254,0.440008,0.8155704,7.605883
7,0.7292663,0.7517861,0.718209,0.8265978,0.3886811,0.9610577,7.168401
8,0.66233,0.7517861,0.6673567,0.8322469,0.5038219,0.5564384,11.86194
9,0.6921488,0.6946853,0.871692,0.8245624,0.5395658,0.5302386,5.66422
10,0.7247123,0.7517858,0.7252191,0.8412802,0.4155631,0.8897133,6.53157
11,0.7659864,0.8463484,0.7074288,0.9216952,0.3731587,0.9813011,7.252889
12,0.70143,0.7962154,0.843449,0.9124375,0.3666232,0.5884249,5.8529
13,0.8009887,0.8171587,0.8043936,0.9768882,0.3200903,1.086413,7.034964
14,0.7914487,0.8942426,0.7474393,0.9856659,0.3186713,1.011224,8.361879
15,0.7562693,0.8155,0.9387456,1.003815,0.4046743,0.6186116,6.777317
16,0.5754361,0.5884365,0.5309902,0.9474574,0.376841,0.4334553,10.32797
17,0.5828114,0.5666424,0.5475215,0.8714054,0.494354,0.4341335,9.672708
18,0.7877286,0.8171589,0.7756652,0.9393155,0.3200904,1.086413,9.172426
19,0.7788084,0.8942424,0.7207448,0.9491596,0.3186713,1.011224,11.73889

