option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.6382411,0.687879,0.5338852,0.7301229,0.4902637,0.7490547,4.421155
alt1,0.6466544,0.6916513,0.5601193,0.7566959,0.4656014,0.759204,7.534059
alt1,0.6249149,0.6193906,0.7461333,0.69138,0.6645277,0.4031432,10.04395
alt1,0.5848063,0.6125188,0.5672274,0.7035859,0.6190289,0.4216702,9.605867
alt1,0.650652,0.7402357,0.5850202,0.7253781,0.4111471,0.7914786,0
alt1,0.5051348,0.405521,0.4346734,0.6662965,0.7081246,0.3110588,8.291465
alt1,0.456642,0.4353523,0.405027,0.6121278,0.5873945,0.2433082,4.78691
alt1,0.4976038,0.4565788,0.4880367,0.6017315,0.6247733,0.3168985,10.61235
alt1,0.4532309,0.4869964,0.3936478,0.6517573,0.5435259,0.190227,7.767311
alt1,0.6373118,0.737647,0.6992545,0.6300855,0.3693345,0.7502375,12.18277
alt1,0.5914416,0.5914118,0.8321562,0.6018642,0.4767675,0.4550086,7.662967
alt1,0.6321856,0.7467247,0.8520925,0.612922,0.5033215,0.4458672,8.32942
alt1,0.6386621,0.7170068,0.7006503,0.5776961,0.3565686,0.8413885,7.441276
alt1,0.4188902,0.4511594,0.4806285,0.5591669,0.4110979,0.1923984,4.264974
alt1,0.5849169,0.6177502,0.850867,0.5594445,0.3766913,0.5198315,3.830904
alt1,0.4627214,0.4432343,0.5115266,0.5459103,0.4393202,0.3736154,7.046169
alt1,0.6387906,0.7364174,0.7557652,0.525852,0.2936118,0.882307,8.464819
alt1,0.6326104,0.7311602,0.7623599,0.5803152,0.2871714,0.8020448,5.774877
alt1,0.4212457,0.4445947,0.4703137,0.5774061,0.420424,0.1934899,3.476483
alt1,0.4301713,0.4612197,0.4467393,0.5481884,0.4063808,0.2883284,7.567875

