step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6382411,0.687879,0.5338852,0.7301229,0.4902637,0.7490547,4.421155
1,0.6550163,0.7052906,0.550222,0.7680793,0.4664485,0.7850413,7.534059
2,0.6349987,0.6040743,0.7375854,0.7170109,0.6744574,0.4418654,10.04395
3,0.6084978,0.6173138,0.5657001,0.7683895,0.6300695,0.4610161,9.605867
4,0.7013361,0.7758198,0.6026247,0.8448871,0.4198035,0.8635454,0
5,0.5476187,0.4325725,0.4394403,0.7925552,0.7226251,0.3509006,8.291465
6,0.4937433,0.4636825,0.4044527,0.7084977,0.6061957,0.285888,4.78691
7,0.5487486,0.5012607,0.4888588,0.7373432,0.6464632,0.3698173,10.61235
8,0.5104929,0.5347633,0.3947262,0.8434696,0.5603316,0.2191736,7.767311
9,0.7231659,0.7910607,0.6940507,0.8396413,0.3922109,0.8988657,12.18277
10,0.6763113,0.639589,0.813873,0.8191791,0.5436765,0.565239,7.662967
11,0.7356279,0.8254546,0.8384622,0.8892896,0.577665,0.5472681,8.32942
12,0.7645769,0.8171584,0.6986377,0.8844068,0.4091614,1.01352,7.441276
13,0.5164703,0.5091504,0.4750504,0.9011089,0.4561768,0.2408651,4.264974
14,0.7160643,0.7230138,0.8440166,0.9616448,0.4157525,0.6358939,3.830904
15,0.5961246,0.5308845,0.5126805,1.008707,0.48175,0.4466008,7.046169
16,0.8013785,0.8825313,0.7503888,0.9551595,0.327329,1.091484,8.464819
17,0.7743295,0.849845,0.752079,0.9510122,0.3177835,1.000928,5.774877
18,0.5061455,0.5091505,0.4580842,0.8664508,0.4561768,0.2408651,3.476483
19,0.5301309,0.5479881,0.4368085,0.8771876,0.437808,0.3508625,7.567875

