edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
1,1,0.95,1.05,0.95
1.05,1.05,1,0.9999999,0.95
1.1,1.1,1.05,0.9999999,0.95
1.1,1.1,1.1,0.9999999,0.9
1.15,1.15,1.15,0.9499999,0.9
1.2,1.2,1.2,0.9499999,0.9
1.25,1.25,1.25,0.8999999,0.9
1.25,1.3,1.25,0.8499999,0.9
1.3,1.3,1.25,0.7999999,0.9
1.35,1.3,1.3,0.7999999,0.85
1.3,1.25,1.25,0.7499999,0.9
1.25,1.2,1.25,0.7999999,0.95
1.25,1.25,1.2,0.7999999,0.9
1.2,1.25,1.15,0.8499999,0.85
1.2,1.2,1.1,0.8499999,0.9
1.2,1.25,1.1,0.8499999,0.9
1.25,1.25,1.15,0.7999999,0.9
1.2,1.25,1.1,0.8499999,0.85
1.15,1.2,1.05,0.8999999,0.9
1.2,1.25,1.1,0.8499999,0.9

