step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5333352,0.430008,0.6105196,0.7627564,0.4664811,0.3969111,2.666276
1,0.437139,0.3623562,0.4793707,0.6773819,0.5434559,0.1231305,1.080478
2,0.4443605,0.35,0.446844,0.7392878,0.5148692,0.1708013,1.826877
3,0.5387887,0.4337222,0.7234629,0.7385245,0.4711134,0.3271205,0.7930583
4,0.4866638,0.3985918,0.3551806,0.7392206,0.4707692,0.4695568,0.5373317
5,0.4687986,0.3526344,0.5181782,0.7913417,0.4780555,0.2037833,0.5032557
6,0.5348301,0.3679664,0.4318857,0.838211,0.509895,0.5261924,0.7041873
7,0.5600129,0.5375101,0.6289998,0.9832978,0.4443938,0.205863,0.5588398
8,0.5476677,0.4166666,0.812102,0.8762223,0.4183758,0.2149721,1.013225
9,0.5411766,0.3986304,0.7579017,0.8899732,0.4075797,0.2517976,0.4368514
10,0.5924453,0.7009879,0.6660331,1.003496,0.4085486,0.1831608,0.3819121
11,0.5349101,0.4333334,0.7808678,0.8762222,0.3691552,0.2149721,0.4703907
12,0.5134487,0.352319,0.4689098,0.8741482,0.417297,0.4545697,0.4139637
13,0.5708102,0.53751,0.767545,0.9356658,0.3677952,0.2455352,1.886865
14,0.5685232,0.5650398,0.6519739,0.9168645,0.3755367,0.3332008,0.5697034
15,0.543006,0.6231004,0.6147998,0.849112,0.4340829,0.193935,0.4544998
16,0.5170583,0.4,0.7808675,0.7710757,0.4183759,0.2149721,0.4353694
17,0.5630132,0.5375102,0.7675455,0.8966798,0.3677951,0.2455352,1.24439
18,0.4964862,0.3679663,0.7329792,0.7830634,0.4321612,0.1662607,0.3817274
19,0.4585812,0.3526346,0.568233,0.7036926,0.4631128,0.205233,0.3774435

