edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.4396226,0.4396226,0.4176415,0.4616037,0.4176415
0.5679724,0.5679724,0.5409262,0.5409261,0.5138798
0.5759391,0.5759391,0.5497601,0.523581,0.497402
0.4826298,0.4826298,0.4826298,0.4387544,0.394879
0.6019118,0.6019118,0.6019118,0.4972315,0.4710615
0.662057,0.662057,0.662057,0.5241286,0.4965429
0.6667359,0.6667359,0.6667359,0.4800499,0.4800499
0.6660874,0.6927308,0.6660874,0.4529395,0.479583
0.6380239,0.6380239,0.6134846,0.3926301,0.441709
0.70893,0.6826733,0.6826733,0.4201067,0.4463634
0.5621966,0.5405736,0.5405736,0.3243442,0.3892131
0.5675203,0.5448195,0.5675203,0.363213,0.4313155
0.5988019,0.5988019,0.5748498,0.3832332,0.4311374
0.5317523,0.5539086,0.5095959,0.3766579,0.3766579
0.5431188,0.5431188,0.497859,0.3847092,0.4073392
0.588988,0.6135291,0.5399057,0.4171999,0.4417411
0.6721183,0.6721183,0.6183489,0.4301558,0.4839253
0.5353627,0.5576695,0.4907492,0.3792153,0.3792153
0.5326352,0.5557932,0.4863191,0.4168449,0.416845
0.6524744,0.6796609,0.5981016,0.4621694,0.4893559

