UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,1.036683,1.068942,1.052101,1.161784,0.6804907,0
0,0,ConeBurst,Task,1.08401,1.186575,1.024647,1.058367,0.6464019,0
0,0,ConeBurst,Task,1.094803,1.275485,1.004381,1.030763,0.5945673,0
0,0,ConeBurst,Task,1.114709,1.267281,1.045459,1.042965,0.5295854,0
0,0,ConeBurst,Task,1.118895,1.323525,1.050719,1.007412,0.4994492,0
0,0,ConeBurst,Task,1.134457,1.362128,1.037537,0.9852469,0.4806306,0
0,0,ConeBurst,Task,1.134155,1.395247,1.032023,0.9693237,0.4692517,0
0,0,ConeBurst,Task,1.130445,1.425365,1.01802,0.9597759,0.4663943,0
0,0,ConeBurst,Task,1.142627,1.420551,1.016578,0.9566568,0.4635873,0
0,0,ConeBurst,Task,1.157064,1.417304,1.017357,0.9523019,0.4559729,0
0,0,ConeBurst,Task,1.153946,1.408941,1.019687,0.9547016,0.4627231,0
0,0,ConeBurst,Task,1.151726,1.399239,1.022377,0.9581802,0.4684782,0
0,0,ConeBurst,Task,1.148821,1.403936,1.0209,0.9588702,0.4674726,0
0,0,ConeBurst,Task,1.14839,1.403874,1.020833,0.961294,0.4656081,0
0,0,ConeBurst,Task,1.148426,1.401529,1.020951,0.9623911,0.4667032,0
0,0,ConeBurst,Task,1.146761,1.404007,1.020432,0.9624423,0.4663575,0
0,0,ConeBurst,Task,1.147893,1.40408,1.020554,0.9617144,0.4657591,0
0,0,ConeBurst,Task,1.147756,1.40406,1.020532,0.9624819,0.4651714,0
0,0,ConeBurst,Task,1.147458,1.403149,1.020498,0.9630234,0.4658717,0
0,0,ConeBurst,Task,1.147664,1.403791,1.020459,0.9624447,0.4656409,0

