step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6044981,0.5287345,0.5869722,0.7296369,0.4875845,0.6895628,23.7198
1,0.5128734,0.2546446,0.5311506,0.7518332,0.7157911,0.3109472,0.7170101
2,0.4638689,0.2673769,0.4064412,0.7852483,0.6406886,0.2195897,3.284647
3,0.4603682,0.2673769,0.4460391,0.7590985,0.6232753,0.2060511,0
4,0.6753832,0.594101,0.7168058,0.8049938,0.4794538,0.7815614,1.309712
5,0.6116331,0.5166115,0.6373756,0.7553567,0.3777722,0.7710494,1.509401
6,0.5169929,0.2546446,0.5564433,0.7518333,0.6800015,0.3420419,1.597254
7,0.4711556,0.2546446,0.4451501,0.7852485,0.6406885,0.2300464,0.9618915
8,0.6640912,0.5551712,0.6947506,0.8814306,0.3994811,0.7896228,1.510992
9,0.6823703,0.5658105,0.7168056,0.8415844,0.50609,0.781561,1.93504
10,0.5980144,0.5911466,0.7686459,0.7604476,0.5254669,0.3443651,1.832694
11,0.6368897,0.5287345,0.6456693,0.8026006,0.4144468,0.7929971,1.910851
12,0.6021173,0.6616519,0.796176,0.7288187,0.3801571,0.4437829,2.448339
13,0.469587,0.1678986,0.4614797,0.7185041,0.664431,0.3356217,2.494791
14,0.514082,0.4235001,0.65506,0.7448418,0.4903463,0.2566617,10.66204
15,0.5744112,0.5551711,0.7182801,0.8087294,0.4307372,0.359138,4.309415
16,0.513394,0.2673769,0.5817361,0.7876349,0.5726329,0.3575893,0.8521619
17,0.4696215,0.1846884,0.5034325,0.718504,0.5906055,0.3508773,3.296502
18,0.56326,0.5000024,0.7057585,0.8047757,0.4269281,0.3788354,0.4874828
19,0.4829602,0.2936915,0.624472,0.8078457,0.4218189,0.2669728,3.863523

