option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.4478272,0.2546447,0.387087,0.7138622,0.6744091,0.2091331,11.79256
alt1,0.5474921,0.5527654,0.6531021,0.7338778,0.4888366,0.3088788,0.8013554
alt1,0.6049671,0.5617195,0.6072648,0.7186697,0.447688,0.6894935,2.876657
alt1,0.5629048,0.6286543,0.6820696,0.685648,0.5076681,0.3104841,0.9881329
alt1,0.5176563,0.5502996,0.6902165,0.6954038,0.4267066,0.225655,0.5089337
alt1,0.436696,0.2549962,0.4526366,0.7186625,0.5606908,0.196494,2.80943
alt1,0.6045341,0.5644652,0.6557776,0.7141948,0.4298356,0.6583974,1.499068
alt1,0.5189778,0.5230865,0.7464985,0.6814187,0.430973,0.2129126,0.5109408
alt1,0.5213119,0.5716931,0.7259445,0.6893191,0.4037897,0.2158131,2.152124
alt1,0.4365446,0.2675564,0.4734137,0.7213907,0.5365902,0.1837721,6.788126
alt1,0.5056897,0.3231058,0.6203874,0.7193779,0.5900699,0.2755076,0
alt1,0.4871575,0.2919168,0.5712867,0.7026745,0.5798307,0.2900784,0.7327003
alt1,0.6090072,0.6615595,0.6856115,0.7101466,0.3439387,0.6437798,2.849018
alt1,0.6061503,0.6033151,0.7023907,0.7548266,0.3746998,0.5955191,2.008494
alt1,0.4400158,0.2994739,0.4602012,0.7015072,0.570124,0.1687725,5.944762
alt1,0.4391845,0.2956109,0.5750064,0.663932,0.4785976,0.1827752,2.65262
alt1,0.6028129,0.6488259,0.6979493,0.6729418,0.3654023,0.6289454,0.5010535
alt1,0.5089736,0.5556808,0.7029667,0.6471123,0.4317098,0.2073984,1.529886
alt1,0.4157743,0.3374293,0.4724002,0.6185609,0.4614812,0.1889999,0.5195195
alt1,0.6061398,0.7186942,0.732748,0.6400932,0.2823673,0.6567959,2.428416

