step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4478272,0.2546447,0.387087,0.7138622,0.6744091,0.2091331,11.79256
1,0.5579525,0.5287344,0.6558209,0.7719687,0.5067497,0.326489,0.8013554
2,0.6322677,0.5551711,0.6163206,0.8026007,0.4632053,0.7240408,2.876657
3,0.5826171,0.607335,0.6935812,0.734299,0.5337701,0.3441002,0.9881329
4,0.5434258,0.5298324,0.7034634,0.7883965,0.4477701,0.2476667,0.5089337
5,0.4516323,0.2447429,0.4479548,0.7631122,0.5860928,0.2162589,2.80943
6,0.6324493,0.5287344,0.6456693,0.7661187,0.4632052,0.7585191,1.499068
7,0.5441036,0.4692276,0.7493879,0.7644078,0.4780008,0.259494,0.5109408
8,0.5592396,0.5298323,0.7354387,0.8242328,0.4477701,0.2589242,2.152124
9,0.470434,0.2447429,0.4692857,0.8357896,0.5860928,0.2162589,6.788126
10,0.5296022,0.2847743,0.5970743,0.8005508,0.6204787,0.3451331,0
11,0.5129468,0.2546447,0.5564433,0.7876349,0.6084223,0.3575892,0.7327003
12,0.6479886,0.5809973,0.6782796,0.7750028,0.3665674,0.8390957,2.849018
13,0.6305671,0.5287344,0.6645442,0.8047844,0.3994811,0.7552915,2.008494
14,0.4513108,0.2546447,0.4257958,0.7495553,0.6069682,0.2195897,5.944762
15,0.4658529,0.25698,0.5524178,0.7727221,0.5122086,0.2349361,2.65262
16,0.6431709,0.5551711,0.675018,0.8026006,0.3900677,0.7929972,0.5010535
17,0.533585,0.4782631,0.6908622,0.7529648,0.4693747,0.2764604,1.529886
18,0.463743,0.2928415,0.4838588,0.7852483,0.5058067,0.2509598,0.5195195
19,0.6940551,0.6344816,0.7853702,0.8814306,0.3107075,0.8582856,2.428416

