edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.5443546,0.5715722,0.5715722,0.5443546,0.5443546
0.6380382,0.6380382,0.6684209,0.5772727,0.6380382
0.5365518,0.5621019,0.5365518,0.4854517,0.5365518
0.6365559,0.666868,0.666868,0.5456194,0.666868
0.4477592,0.4701472,0.4701472,0.4253713,0.4925351
0.5387545,0.59263,0.5656923,0.5118169,0.59263
0.5480767,0.6302882,0.6028844,0.520673,0.6028844
0.6392803,0.7001641,0.7001641,0.5479546,0.7001641
0.4329355,0.4762291,0.4978758,0.4112888,0.4762291
0.5092655,0.5601921,0.5601921,0.458339,0.5601921
0.5893773,0.6483151,0.6483151,0.5009708,0.6777839
0.611151,0.6693559,0.611151,0.4947414,0.6693559
0.4996629,0.5496292,0.5246461,0.4496967,0.5496292
0.5150969,0.5666066,0.5408518,0.4635873,0.5408518
0.6684362,0.7320968,0.7002665,0.541115,0.7002665
0.6187044,0.6776286,0.6481665,0.4713939,0.6776286
0.6417359,0.7000754,0.6125661,0.466717,0.6709056
0.7323533,0.7960361,0.7005119,0.4776217,0.7641947
0.7312998,0.7922413,0.7008289,0.4265915,0.7617705
0.7014813,0.7575997,0.6173036,0.3928295,0.7014813

