step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5443546,0.5287345,0.6245912,0.7352085,0.5067496,0.326489,11.33464
1,0.6217073,0.5533307,0.619299,0.7750027,0.4312558,0.7296484,0.6789712
2,0.5334039,0.4926891,0.6842233,0.7644078,0.4780008,0.2476987,3.712765
3,0.6334268,0.5551711,0.6645443,0.8047844,0.4216745,0.72096,1.843805
4,0.478109,0.1762936,0.4614797,0.7527186,0.6644311,0.3356218,3.034425
5,0.55321,0.4692277,0.7069657,0.7616691,0.431461,0.3967267,3.088057
6,0.5656608,0.5287344,0.6870503,0.7719689,0.4814122,0.359138,1.813205
7,0.6511648,0.5533305,0.6782799,0.8119076,0.4096929,0.8026132,3.069736
8,0.4762461,0.267377,0.4663134,0.8313936,0.5904714,0.225675,2.658473
9,0.5364463,0.4927034,0.6645439,0.8000873,0.4673288,0.2575683,3.878009
10,0.6209205,0.5166113,0.6677265,0.7913262,0.3578894,0.7710494,0.0669634
11,0.5953065,0.5911468,0.7686456,0.7604476,0.4962743,0.360018,1.788033
12,0.5268435,0.2990131,0.6242139,0.7641621,0.5860079,0.3608209,4.119751
13,0.5227053,0.4347846,0.6332902,0.7529647,0.5280464,0.2644405,2.82664
14,0.6553017,0.5658104,0.7168057,0.7684031,0.4794537,0.7460355,7.074371
15,0.6281804,0.542442,0.6980779,0.7913262,0.3380066,0.7710495,6.252519
16,0.6023672,0.6207041,0.8035842,0.7604476,0.4670817,0.3600181,1.389059
17,0.6832065,0.6223914,0.7819702,0.7684032,0.4261812,0.8170865,4.379232
18,0.6769037,0.6363305,0.7372607,0.8119077,0.3234417,0.875578,1.467857
19,0.6241927,0.6940976,0.8196863,0.8042322,0.3933042,0.4096431,5.899965

