step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6577117,0.6877108,0.6983758,0.6873682,0.4487555,0.7663484,64.88801
1,0.6678748,0.7220964,0.7332944,0.6529997,0.4263178,0.8046657,10.20657
2,0.5937946,0.6414886,0.5819897,0.631995,0.4642012,0.6492984,15.70601
3,0.5832283,0.6059445,0.5890021,0.6520883,0.4470619,0.622045,7.030076
4,0.6935914,0.7363433,0.7199437,0.6932759,0.5034586,0.8149351,11.76026
5,0.6574392,0.7289871,0.6652038,0.6889592,0.405937,0.7981092,6.440722
6,0.6087559,0.5695699,0.5046934,0.6983437,0.5836397,0.6875328,5.286275
7,0.6177741,0.6610298,0.6157752,0.6864088,0.4470619,0.6785949,1.26605
8,0.5968361,0.6235582,0.6496522,0.6694941,0.5005212,0.5409552,9.861299
9,0.7045578,0.825253,0.7482558,0.7264683,0.400829,0.821983,3.19968
10,0.6484662,0.7289648,0.6348977,0.7022166,0.4384123,0.7378393,3.454934
11,0.7448872,0.8596385,0.8380513,0.6873682,0.3814422,0.9579356,6.208695
12,0.5023636,0.456141,0.4197042,0.6746374,0.4647033,0.4966321,11.2077
13,0.6600134,0.8143412,0.7537401,0.6651883,0.4151768,0.6516206,2.418404
14,0.6193975,0.675521,0.6495373,0.6563787,0.4214139,0.6941363,5.253603
15,0.7446094,0.943206,0.9046743,0.6638496,0.3179265,0.8933908,6.530857
16,0.63494,0.743659,0.6960935,0.6520883,0.3477147,0.7351446,6.851908
17,0.7643991,0.9794833,0.8558619,0.6894096,0.3430924,0.9541481,5.629577
18,0.7491089,0.9627947,0.8783867,0.6901449,0.2894875,0.9247307,15.86906
19,0.8037999,1.052037,1.013235,0.6987892,0.2543412,1.000597,3.064778

