step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5716962,0.5196316,0.5290817,0.7127036,0.526144,0.57092,12.96944
1,0.4790753,0.3820961,0.3971798,0.6695174,0.5570356,0.3895474,0
2,0.4617862,0.4595043,0.3910188,0.5932016,0.5473319,0.3178743,2.532411
3,0.4678458,0.3859656,0.3693395,0.6409056,0.5227912,0.420227,3.397913
4,0.450519,0.3440415,0.3613499,0.6365924,0.5735927,0.3370183,2.609018
5,0.5941792,0.5975764,0.6496523,0.7047306,0.5005212,0.5184155,8.706926
6,0.685231,0.7817674,0.7853929,0.6751243,0.3704089,0.8134615,2.591655
7,0.7278503,0.8252527,0.8031325,0.6873682,0.4038799,0.9196184,14.40367
8,0.4540553,0.3457286,0.3318465,0.6295405,0.5439618,0.419199,18.21359
9,0.541774,0.5695701,0.576274,0.7416733,0.5375234,0.2838292,0
10,0.4974857,0.4385972,0.4029157,0.6746375,0.4937472,0.4775308,3.623748
11,0.6293249,0.6885728,0.6425481,0.6864086,0.4222252,0.7068697,0
12,0.6425377,0.6755211,0.6613524,0.7127036,0.4209153,0.742196,0
13,0.4906066,0.5221641,0.426566,0.6261572,0.5169247,0.3612208,9.29192
14,0.7441072,0.870224,0.8181179,0.6586122,0.4475187,0.9260631,8.163418
15,0.4797431,0.4902201,0.5122154,0.6193459,0.4762408,0.3006933,0
16,0.759936,0.9284101,0.9078884,0.6529999,0.3141288,0.9962531,8.818594
17,0.6282477,0.7015029,0.687806,0.6414332,0.3683008,0.7421958,7.983346
18,0.4627967,0.4378709,0.4434748,0.6047628,0.4142613,0.4136136,2.709819
19,0.4672246,0.4177552,0.4039868,0.6626744,0.3626411,0.4890655,0

