step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4808547,0.363901,0.3782666,0.7047552,0.5863534,0.3709976,42.39122
1,0.575504,0.5456133,0.5555356,0.6770684,0.4998367,0.5994659,4.729805
2,0.661962,0.7166201,0.724191,0.6312863,0.4140173,0.8236952,4.386974
3,0.6598152,0.7166207,0.7115275,0.6281257,0.3948286,0.8479736,12.49277
4,0.5986905,0.6235604,0.5750427,0.7026061,0.4372538,0.6549892,9.318649
5,0.5000853,0.4336561,0.3292155,0.671928,0.5565775,0.5090493,4.130947
6,0.5455433,0.5695699,0.6348978,0.7277976,0.5281201,0.2673308,3.520531
7,0.5098717,0.436681,0.4350067,0.7047553,0.5277181,0.4451973,8.120136
8,0.6595213,0.7400061,0.6652039,0.6684197,0.4027518,0.8212249,13.45151
9,0.6172526,0.5179838,0.5123136,0.7027206,0.5802692,0.772976,5.963185
10,0.7594056,0.9069285,0.7900263,0.7660107,0.4166122,0.9174504,5.467467
11,0.5151398,0.4548762,0.45392,0.7047553,0.4984005,0.4637471,2.700018
12,0.7756829,0.9432052,0.8229448,0.7660105,0.3921056,0.9541484,4.428816
13,0.6865453,0.7289646,0.6273192,0.7011098,0.4407778,0.9345551,4.837564
14,0.4629636,0.4065944,0.4106249,0.6047628,0.5098602,0.3829756,8.029672
15,0.6333107,0.7369356,0.6534575,0.6674757,0.3643781,0.7443063,3.864797
16,0.509055,0.4912664,0.4917465,0.6695176,0.4104473,0.482297,3.509484
17,0.4841196,0.473685,0.436492,0.6071737,0.4066153,0.496632,7.510062
18,0.6354858,0.727484,0.7015002,0.6563787,0.3423987,0.7496672,5.421539
19,0.676314,0.8219665,0.7318721,0.7026062,0.2915024,0.8336228,4.080017

