UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,0.9656728,0.9196336,1.117275,1.103696,0.8937233,0
0,0,ConeBurst,Task,1.102323,0.9776832,1.079405,1.001925,0.8386641,0
0,0,ConeBurst,Task,1.234969,1.015051,1.008956,0.9226755,0.8183479,0
0,0,ConeBurst,Task,1.326516,1.044102,0.9810007,0.865873,0.7825078,0
0,0,ConeBurst,Task,1.428248,1.06032,0.9324512,0.8254986,0.7534817,0
0,0,ConeBurst,Task,1.494746,1.07171,0.9003739,0.7921202,0.7410505,0
0,0,ConeBurst,Task,1.549259,1.091313,0.8731422,0.7646925,0.721593,0
0,0,ConeBurst,Task,1.558143,1.087908,0.8710923,0.7653883,0.7174692,0
0,0,ConeBurst,Task,1.558077,1.088441,0.8692156,0.7666613,0.7176049,0
0,0,ConeBurst,Task,1.57883,1.092313,0.8613902,0.7554574,0.7120094,0
0,0,ConeBurst,Task,1.593284,1.094395,0.8566305,0.7486721,0.7070183,0
0,0,ConeBurst,Task,1.60876,1.096447,0.8478363,0.7429408,0.7040154,0
0,0,ConeBurst,Task,1.619976,1.095138,0.8435093,0.7401413,0.7012351,0
0,0,ConeBurst,Task,1.62866,1.096007,0.8410029,0.7366902,0.6976399,0
0,0,ConeBurst,Task,1.634796,1.095278,0.8383436,0.7351478,0.6964343,0
0,0,ConeBurst,Task,1.635286,1.095155,0.8386865,0.7347853,0.6960872,0
0,0,ConeBurst,Task,1.638589,1.095694,0.8371804,0.7334179,0.6951196,0
0,0,ConeBurst,Task,1.638723,1.096008,0.8372091,0.7333242,0.6947365,0
0,0,ConeBurst,Task,1.638789,1.096142,0.837395,0.7332123,0.6944625,0
0,0,ConeBurst,Task,1.640215,1.096323,0.8366778,0.7328242,0.6939602,0

