step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5559296,0.6573758,0.5711147,0.7347118,0.4928576,0.323588,20.00633
1,0.4345752,0.2860665,0.371129,0.6823269,0.5218288,0.3115248,2.822274
2,0.5136696,0.5495524,0.491412,0.7705281,0.4973737,0.259482,8.299271
3,0.463345,0.3146732,0.4101952,0.7505598,0.4969799,0.3443168,3.965843
4,0.4807596,0.3289765,0.4428115,0.78588,0.4709921,0.3751378,2.903628
5,0.4930229,0.2974695,0.4411533,0.8851609,0.4971355,0.3441955,3.480091
6,0.489893,0.4082896,0.4004744,0.8124523,0.4898675,0.3383811,5.404636
7,0.7643694,0.9646533,0.9032073,1.020076,0.5079195,0.4259907,11.88039
8,0.4991768,0.3222587,0.4795144,0.885161,0.4497892,0.3591605,3.220634
9,0.4988259,0.3718865,0.4883274,0.7846758,0.4721309,0.3771089,2.562724
10,0.512539,0.3861899,0.5233226,0.8200485,0.4238929,0.4092413,6.152839
11,0.6278811,0.7327363,0.6743822,0.9277337,0.4444679,0.3600854,8.188872
12,0.6261387,0.7589055,0.7031813,0.8887413,0.4697479,0.3101176,7.115311
13,0.5456723,0.4290999,0.5664598,0.7846758,0.521829,0.426297,15.15114
14,0.5509416,0.3842312,0.5754171,0.8851609,0.5208086,0.3890905,3.797973
15,0.7740426,1.187264,0.9576772,0.7791862,0.5780232,0.3680624,6.946105
16,0.5760407,0.4577062,0.6239612,0.8200486,0.5180914,0.4603964,5.508591
17,0.5544382,0.4090203,0.562418,0.9079102,0.5061577,0.3866851,1.200958
18,0.8049111,1.224367,0.8712195,0.9128908,0.575213,0.4408653,5.861666
19,0.6995375,0.8635814,0.7564526,0.9744707,0.5295314,0.3736512,1.354831

