step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.480655,0.3266316,0.491412,0.692995,0.4900548,0.4021816,9.039254
1,0.4945744,0.523383,0.4491438,0.7218302,0.5054618,0.273053,2.051541
2,0.4429698,0.260286,0.3836114,0.7745157,0.4971356,0.2993005,6.8931
3,0.5298689,0.5757213,0.4964221,0.7940135,0.4813922,0.3017954,1.061506
4,0.569236,0.6018905,0.5800496,0.8234804,0.4775133,0.3632464,5.87113
5,0.5739129,0.6280594,0.565124,0.8806035,0.4973734,0.2984042,2.829144
6,0.5989913,0.6542287,0.5994511,0.9277338,0.4678609,0.345682,6.063389
7,0.5340731,0.3718865,0.4942477,0.9588294,0.4848734,0.3605286,4.929795
8,0.6710038,0.9646535,0.6806411,0.8426685,0.4751759,0.3918802,3.053963
9,0.5778682,0.6803978,0.5909784,0.8301046,0.4573226,0.3305377,2.9431
10,0.592741,0.7065672,0.6388357,0.8806035,0.4263201,0.3113784,9.273868
11,0.5428536,0.4004932,0.5337873,0.9588293,0.4606297,0.3605286,2.551297
12,0.550168,0.3594425,0.5403361,0.8803002,0.4948949,0.4758663,1.088338
13,0.6359654,0.7850745,0.685535,0.8301045,0.5054618,0.3736514,3.26546
14,0.6574699,0.811243,0.7371181,0.8806036,0.521058,0.3373266,4.774989
15,0.5803549,0.3966258,0.5982293,0.8436212,0.5691292,0.4941689,5.769991
16,0.697765,0.9374059,0.7533635,0.8362061,0.5395026,0.4223469,2.872576
17,0.7979357,1.224367,0.8665879,0.8883267,0.5729537,0.437443,0.8214781
18,0.5996626,0.4720096,0.6250588,0.8870248,0.5715269,0.442693,5.617368
19,0.5857008,0.4090205,0.613778,0.9958061,0.5208085,0.3890907,1.421917

