edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.4274987,0.4061238,0.4274987,0.4488736,0.4061238
0.6348982,0.604665,0.6348982,0.6348982,0.604665
0.6504749,0.6209079,0.6504749,0.5913408,0.6209079
0.702377,0.6718389,0.702377,0.6107627,0.6718389
0.780147,0.7476408,0.780147,0.6826287,0.7476408
0.7518728,0.7217979,0.7518728,0.6014983,0.7217979
0.8515303,0.8187792,0.8187792,0.6550234,0.8187792
0.6532584,0.6281331,0.6030078,0.4773812,0.6030078
0.6128355,0.5892649,0.5421237,0.4478414,0.5421237
0.8187191,0.7883962,0.7277504,0.5458128,0.7277504
0.8746678,0.8434297,0.7809535,0.5935247,0.7809535
0.9768807,0.9431952,0.8084531,0.6737109,0.8758241
0.8907458,0.8610542,0.6829052,0.6235222,0.7719797
1.050886,1.016987,0.8135895,0.7457905,0.8813886
0.9673136,0.9370851,0.6952568,0.6952568,0.8161709
0.8157383,0.7902465,0.6118038,0.5608202,0.6882793
1.158207,1.12311,0.87743,0.8072357,0.9827215
0.8366291,0.8112767,0.6591624,0.5831053,0.6845148
0.8394707,0.8140322,0.6868397,0.5596473,0.6614012
1.080495,1.048716,0.8262609,0.7309232,0.7944816

