step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4274987,0.3699996,0.3674001,0.729687,0.4949432,0.1754637,13.34572
1,0.5970665,0.7420409,0.6216022,0.782684,0.5086698,0.3303355,6.433763
2,0.605029,0.7791433,0.6374958,0.7755097,0.4725772,0.3604192,8.797778
3,0.6427574,0.8162451,0.687034,0.8609527,0.4844473,0.3651078,7.270203
4,0.7044881,0.9756499,0.7742706,0.8291566,0.5051146,0.4382488,6.028535
5,0.6793851,0.890449,0.7331204,0.886297,0.4725771,0.414482,6.914151
6,0.750727,1.060489,0.8808622,0.9131849,0.4878003,0.4112985,4.967296
7,0.6003898,0.680398,0.6278409,0.9257721,0.469748,0.2981899,10.27062
8,0.5527291,0.6077473,0.5523627,0.8056971,0.4525217,0.3453168,0.9335524
9,0.6905885,0.9646533,0.7968695,0.8493679,0.4275697,0.414482,5.77599
10,0.7289715,1.001755,0.8506136,0.9392206,0.4360026,0.417266,5.475342
11,0.8034229,1.187747,0.9502412,0.9012572,0.4798589,0.49801,7.06572
12,0.718287,1.075959,0.7582647,0.8527935,0.4982206,0.4061971,7.080287
13,0.8216185,1.272587,0.9891461,0.9122207,0.5342221,0.3999165,14.67919
14,0.756868,1.150162,0.816769,0.8426685,0.5502037,0.4245368,7.718786
15,0.67843,0.8374119,0.7742903,0.853515,0.5380403,0.3888923,6.208899
16,0.8814252,1.357425,1.091017,0.865207,0.5556263,0.5378508,4.222288
17,0.6934345,0.8635814,0.8036357,0.9257722,0.5402102,0.3339728,5.404385
18,0.6997741,0.8635818,0.7862586,0.9539872,0.5447423,0.3503007,12.94289
19,0.8069912,1.224367,0.98857,0.9146968,0.5528917,0.3544306,3.128901

