option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.4274987,0.3699996,0.3674001,0.729687,0.4949432,0.1754637,13.34572
chosenOption,0.604665,0.7306185,0.6307375,0.8238446,0.5069742,0.3311501,6.433763
chosenOption,0.5913409,0.7740938,0.6295737,0.7671453,0.4522213,0.3336704,8.797778
chosenOption,0.6107628,0.8218438,0.6575341,0.7883665,0.4686083,0.317461,7.270203
chosenOption,0.6501226,0.9943688,0.7206988,0.7135933,0.4691559,0.3527961,6.028535
chosenOption,0.6014983,0.9249197,0.6594405,0.7079104,0.4048682,0.310353,6.914151
chosenOption,0.6550233,1.12012,0.7664609,0.6776236,0.4220342,0.2888783,4.967296
chosenOption,0.5025066,0.7310348,0.5333483,0.6635076,0.3903233,0.1943186,10.27062
chosenOption,0.471412,0.6877647,0.4546802,0.5907205,0.3983351,0.2255595,0.9335524
chosenOption,0.6064587,1.053529,0.667213,0.6230555,0.3984847,0.2900114,5.77599
chosenOption,0.624763,1.110479,0.6886175,0.6408403,0.4120614,0.2718163,5.475342
chosenOption,0.6737111,1.340798,0.7420489,0.5722153,0.413244,0.3002487,7.06572
chosenOption,0.5938307,1.237072,0.5703228,0.5403748,0.3931955,0.2281882,7.080287
chosenOption,0.6779914,1.497815,0.7086228,0.5793697,0.3879062,0.2162432,14.67919
chosenOption,0.6045713,1.382683,0.5615265,0.4937649,0.3657387,0.2191429,7.718786
chosenOption,0.5098367,1.029888,0.5063307,0.4985382,0.3289594,0.1854668,6.208899
chosenOption,0.7019442,1.749529,0.698093,0.4817546,0.3371598,0.2431842,4.222288
chosenOption,0.5070481,1.136601,0.4912455,0.4708909,0.2982324,0.1382709,5.404385
chosenOption,0.5087702,1.173432,0.4900763,0.4536106,0.2880439,0.1386885,12.94289
chosenOption,0.6355855,1.692358,0.6322515,0.4327506,0.2891316,0.1314356,3.128901

