step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.571888,0.6558481,0.5450649,0.6901289,0.6151603,0.3532378,12.00396
1,0.4324284,0.3480773,0.4028406,0.6649701,0.6320338,0.1142204,1.810581
2,0.5486811,0.7534487,0.5393762,0.6134561,0.5312554,0.3058694,0.4997554
3,0.5793539,0.7542252,0.6268247,0.5866096,0.5228863,0.4062235,0.6877377
4,0.4273309,0.4820211,0.4373169,0.5357816,0.5027045,0.1788306,1.983711
5,0.4174284,0.414378,0.4795723,0.5249762,0.532239,0.1359766,0.5662007
6,0.5745612,0.8904393,0.6374444,0.5112133,0.4722271,0.3614818,1.133681
7,0.4403602,0.5707843,0.5267745,0.472299,0.4592713,0.1726717,0.6331564
8,0.6250079,0.9799278,0.8002952,0.5008276,0.3523619,0.4916268,0.3666764
9,0.4232967,0.5144337,0.4695642,0.4876988,0.4798097,0.1649772,0.6782081
10,0.5783244,0.938361,0.7793939,0.440851,0.3260878,0.4069283,0.3891113
11,0.6245975,1.059811,0.8511675,0.4126407,0.3209001,0.4784682,0.5676038
12,0.6633784,1.02743,0.9338521,0.3618433,0.3915755,0.6021912,0.6001869
13,0.7610784,1.183063,0.9754376,0.3309014,0.2916746,1.024315,0.4970385
14,0.4258898,0.6553445,0.6048146,0.3036207,0.3674171,0.1982524,0.3779859
15,0.6232355,1.072412,0.8629383,0.2956852,0.2547367,0.6304055,0.455316
16,0.5237033,0.8660923,0.8485785,0.2827883,0.335868,0.2851895,0.3320904
17,0.5356645,0.9553167,0.822046,0.2917255,0.3030926,0.3061416,0.4000436
18,0.8315874,1.365051,1.093262,0.2843321,0.1868808,1.228411,2.389102
19,0.6811231,1.16442,1.027237,0.2302638,0.3012118,0.682483,2.977583

