step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6515529,0.7800294,0.6908506,0.6570141,0.4591517,0.6707189,16.13052
1,0.6493267,0.8014304,0.6607805,0.6287128,0.4618182,0.6938918,3.989605
2,0.6553792,0.8395938,0.6997724,0.585442,0.4592827,0.6928052,3.054976
3,0.6674369,0.8777571,0.7237125,0.5625325,0.4132057,0.7599767,2.611743
4,0.6727481,0.9159207,0.7633879,0.520393,0.4082513,0.7557875,2.036504
5,0.6841093,0.9136302,0.8126697,0.5094677,0.4053067,0.7794724,1.876668
6,0.7023865,1.014038,0.7837213,0.4894003,0.3900423,0.8347306,2.545024
7,0.7197038,1.05304,0.8359591,0.4793283,0.3270402,0.9031513,1.349259
8,0.4379743,0.5623576,0.5102031,0.4688089,0.4398664,0.2086357,1.822791
9,0.7155125,1.030411,0.8588111,0.4553437,0.3827355,0.850261,3.681242
10,0.7200846,1.092041,0.844007,0.4241469,0.341287,0.8989412,1.711401
11,0.7430133,1.131043,0.8978821,0.4108528,0.3052375,0.9700509,1.607621
12,0.7744408,1.170044,1.036276,0.3613577,0.2984486,1.006078,1.845848
13,0.6678646,1.061677,0.9649798,0.3289484,0.3614542,0.6222637,2.080834
14,0.7551141,1.209045,0.9598041,0.3081395,0.2616321,1.03695,1.26722
15,0.7949489,1.248046,1.10536,0.2956563,0.2525334,1.073149,1.045485
16,0.7915036,1.315397,0.9894255,0.2742773,0.2453022,1.133116,1.290555
17,0.8144892,1.326049,1.061107,0.284332,0.2076452,1.193313,1.145446
18,0.5360839,0.918583,0.8742931,0.2827882,0.3022811,0.3024739,6.61733
19,0.7868118,1.297554,1.038369,0.2316309,0.2430621,1.123443,5.830383

