userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
4,1,ConeBurst, Task2,1.019033,1.016185,0.9695959,0.9477137,1.047473,3
4,2,ConeBurst, Task2,1.038223,1.016892,0.9343669,0.9046118,1.105906,3
4,3,ConeBurst, Task2,1.049155,1.024484,0.9007752,0.8610167,1.164569,3
4,4,ConeBurst, Task2,1.062432,1.025744,0.8694529,0.8177373,1.224634,3
4,5,ConeBurst, Task2,1.071837,1.023985,0.831355,0.7796758,1.293147,3
4,6,ConeBurst, Task2,1.076983,1.017848,0.7973642,0.7419901,1.365815,3
4,7,ConeBurst, Task2,1.084989,1.008204,0.7643415,0.7033694,1.439096,3
4,8,ConeBurst, Task2,1.086863,0.9951531,0.7330203,0.6663296,1.518634,3
4,9,ConeBurst, Task2,1.072664,1.00202,0.7660224,0.7079138,1.45138,3
4,10,ConeBurst, Task2,1.077002,0.9944167,0.7313924,0.6694602,1.527729,3
4,11,ConeBurst, Task2,1.075677,0.9758069,0.6977444,0.6351804,1.615592,3
4,12,ConeBurst, Task2,1.072517,0.9562299,0.6661168,0.5993146,1.705822,3
4,13,ConeBurst, Task2,1.066859,0.9386938,0.6336992,0.5625668,1.798181,3
4,14,ConeBurst, Task2,1.118572,0.9716532,0.6030973,0.5558157,1.750862,3
4,15,ConeBurst, Task2,1.110787,0.9497783,0.5700685,0.5195622,1.849804,3
4,16,ConeBurst, Task2,1.098983,0.9304748,0.5353256,0.4826125,1.952604,3
4,17,ConeBurst, Task2,1.085502,0.9019524,0.5073828,0.4537098,2.051453,3
4,18,ConeBurst, Task2,1.06541,0.8769066,0.4754161,0.4201178,2.162149,3
4,19,ConeBurst, Task2,1.079271,0.9043678,0.5039944,0.4515764,2.06079,3
4,20,ConeBurst, Task2,1.065076,0.8769676,0.4725727,0.418759,2.166625,3

