step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4375104,0.3810621,0.3478253,0.6967127,0.6397464,0.1222054,8.529748
1,0.5723575,0.734946,0.6002211,0.6796947,0.4782057,0.36872,2.042171
2,0.4349903,0.4418527,0.400874,0.6027542,0.5655426,0.1639281,2.390378
3,0.4229494,0.4382213,0.3999992,0.5922058,0.5437844,0.1405362,1.099165
4,0.5844749,0.8399387,0.6859674,0.5723745,0.4026995,0.4213942,2.27729
5,0.5556771,0.8378231,0.6958873,0.5086741,0.3726719,0.3633288,0.4767067
6,0.4653105,0.4953807,0.5363097,0.5386554,0.5263348,0.229872,0
7,0.578201,0.8853949,0.7128829,0.4900509,0.3502192,0.452457,1.404943
8,0.7356706,1.068574,0.8810412,0.4632621,0.3402871,0.9251888,0.4883463
9,0.6085128,0.8853949,0.7358375,0.4830902,0.4613702,0.4768711,1.371346
10,0.4368984,0.5919242,0.5462845,0.4385633,0.4286534,0.1790669,0.4086775
11,0.4597189,0.55254,0.5981915,0.4309242,0.4605429,0.2563957,1.300785
12,0.4706063,0.6503378,0.6788522,0.397776,0.4169766,0.2090889,0.3322655
13,0.467214,0.6720155,0.7014802,0.3616145,0.3849014,0.2160584,0.8375288
14,0.6278493,1.08492,0.8860406,0.3219605,0.3020246,0.5443005,0.4089416
15,0.4757427,0.7466551,0.7280158,0.3173814,0.3871346,0.1995266,0
16,0.6779383,1.205991,1.043994,0.2663093,0.2187759,0.6546215,0.3591143
17,0.6685653,1.215941,0.8946182,0.2829829,0.2258758,0.7234085,0.3315321
18,0.6808779,1.251705,0.921728,0.2829829,0.2032882,0.7446852,0.8781468
19,0.458927,0.7370495,0.7467371,0.25313,0.3207512,0.2369674,0.8210453

