option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.6447642,0.6865816,0.6064234,0.7333828,0.4714337,0.7259995,0.7626281
alt1,0.6463827,0.7748689,0.5670424,0.694656,0.415707,0.7796394,0.763454
alt1,0.4739333,0.4490467,0.3178533,0.6710085,0.6853107,0.2464473,1.145402
alt1,0.6613898,0.9741143,0.6631194,0.6498878,0.670463,0.3493646,1.51653
alt1,0.4620944,0.3645432,0.3264452,0.6528223,0.7189808,0.2476806,0.8426414
alt1,0.4572413,0.4376044,0.277208,0.646491,0.6768135,0.2480898,0.4046592
alt1,0.452327,0.3861907,0.3301941,0.5975444,0.6667609,0.2809447,0.7918265
alt1,0.6480328,1.01837,0.6918603,0.5911685,0.5614931,0.3772729,0.7750599
alt1,0.4223964,0.4058596,0.3558991,0.6091847,0.4940271,0.2470114,0.6902462

