edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.4917661,0.4917661,0.5435309,0.5435309,0.4917661
0.4573282,0.4573282,0.5589567,0.5589567,0.4573282
0.6109142,0.6109142,0.6752209,0.6752209,0.6109142
0.4587662,0.4587662,0.5607142,0.5607142,0.4587662
0.5765449,0.6085752,0.6726357,0.6726357,0.6085752
0.60783,0.6398211,0.7038031,0.639821,0.6398211
0.620797,0.6534706,0.7514911,0.620797,0.6861441
0.5887192,0.6181552,0.6475911,0.5592833,0.6181552
0.6204758,0.6204758,0.6500223,0.5613829,0.6204758
0.6638533,0.6336783,0.6336783,0.5733279,0.6336783
0.7460025,0.7135676,0.6486979,0.5838281,0.7135676
0.532238,0.5080454,0.4596601,0.4354675,0.5080454
0.748666,0.7161153,0.5859125,0.5533618,0.7161153
0.5643438,0.5386919,0.4873879,0.4617358,0.5386919
0.5290278,0.503836,0.503836,0.4786442,0.503836
0.6842094,0.651628,0.651628,0.5864652,0.6842094
0.4930541,0.4695753,0.4930541,0.4226178,0.4695753
0.6792197,0.6792197,0.6468759,0.5498445,0.6792197
0.5050644,0.5050644,0.5303176,0.454558,0.5050644
0.6427889,0.6749284,0.6749284,0.5463706,0.6749284

