option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5176485,0.3957302,0.4308934,0.7597439,0.6071839,0.3946911,9.905698
chosenOption,0.5081425,0.3891114,0.3653026,0.7858965,0.6225526,0.3778493,12.65912
chosenOption,0.6430675,0.6415613,0.5997861,0.7299584,0.5662986,0.6777334,10.03872
chosenOption,0.5097402,0.3759481,0.3570469,0.8030133,0.6233259,0.3893668,7.940245
chosenOption,0.6406055,0.6038051,0.6048313,0.7558196,0.5200027,0.7185687,8.773752
chosenOption,0.6398211,0.6064031,0.5656043,0.7894362,0.5797076,0.6579539,8.650987
chosenOption,0.6534705,0.5643581,0.5409759,0.7769806,0.4913808,0.8936574,5.650113
chosenOption,0.5887192,0.6236489,0.5211611,0.7434742,0.518139,0.5371731,7.341035
chosenOption,0.5909294,0.6577684,0.5428921,0.7311376,0.5098199,0.5130289,14.98443
chosenOption,0.6035032,0.7148533,0.5873263,0.7136625,0.5626462,0.4390275,6.507465
chosenOption,0.6486979,0.731158,0.6241566,0.6767093,0.4949307,0.7165349,5.51963
chosenOption,0.4838528,0.4442178,0.4075232,0.6428263,0.5298007,0.3948958,12.31908
chosenOption,0.651014,0.7795699,0.5851645,0.7129803,0.4423472,0.7350079,5.598272
chosenOption,0.5130399,0.4118415,0.4189351,0.7483239,0.5597693,0.4263296,4.806077
chosenOption,0.503836,0.4057123,0.3571697,0.7745034,0.573725,0.4080697,9.184943
chosenOption,0.651628,0.6002095,0.5414613,0.7845321,0.4889455,0.8429917,2.998869
chosenOption,0.4695754,0.4404299,0.4649417,0.7422358,0.5682833,0.131986,7.438796
chosenOption,0.646876,0.6671224,0.5978665,0.727428,0.5160192,0.7259435,6.081633
chosenOption,0.5050645,0.3922727,0.3532054,0.7917824,0.5693911,0.4186707,6.531152
chosenOption,0.642789,0.6137962,0.5745676,0.7825921,0.5032839,0.739705,5.36266

