userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
5,1,ConeBurst, Task2,0.9482645,0.9734051,1.048082,1.047717,0.9825308,3
5,2,ConeBurst, Task2,0.9018291,0.9331521,1.102439,1.099569,0.963011,3
5,3,ConeBurst, Task2,0.9161854,0.9514067,1.070909,1.049019,1.01248,3
5,4,ConeBurst, Task2,0.8721563,0.9078732,1.128636,1.103396,0.987938,3
5,5,ConeBurst, Task2,0.8759089,0.9186477,1.103529,1.058726,1.043189,3
5,6,ConeBurst, Task2,0.8859084,0.9173679,1.076424,1.017549,1.102751,3
5,7,ConeBurst, Task2,0.87665,0.9096505,1.066983,0.9796038,1.167113,3
5,8,ConeBurst, Task2,0.924611,0.9475803,1.049278,0.9638755,1.114655,3
5,9,ConeBurst, Task2,0.9781204,0.9539284,1.042499,0.9569632,1.068489,3
5,10,ConeBurst, Task2,1.027773,0.9710679,1.022018,0.9609954,1.018145,3
5,11,ConeBurst, Task2,1.044893,0.9840909,0.9809424,0.9160279,1.074046,3
5,12,ConeBurst, Task2,1.011283,0.971113,1.01317,0.9729986,1.031435,3
5,13,ConeBurst, Task2,1.040713,0.9722477,0.9849687,0.9219106,1.08016,3
5,14,ConeBurst, Task2,0.988721,0.9517339,1.032888,0.9655436,1.061114,3
5,15,ConeBurst, Task2,0.9421865,0.9181911,1.086886,1.012506,1.040231,3
5,16,ConeBurst, Task2,0.9357788,0.9123012,1.072816,0.9748692,1.104234,3
5,17,ConeBurst, Task2,0.9377598,0.9301656,1.098618,1.001943,1.031514,3
5,18,ConeBurst, Task2,0.9559685,0.9411703,1.055931,0.9582497,1.08868,3
5,19,ConeBurst, Task2,0.9112625,0.9068209,1.112394,1.005048,1.064474,3
5,20,ConeBurst, Task2,0.9140262,0.9086406,1.088992,0.9637325,1.124608,3

