step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5176485,0.3957302,0.4308934,0.7597439,0.6071839,0.3946911,9.905698
1,0.5045851,0.3898236,0.356519,0.7873346,0.6239091,0.365339,12.65912
2,0.629398,0.6402601,0.5784775,0.7283435,0.5665206,0.6333885,10.03872
3,0.504585,0.3898236,0.356519,0.7873348,0.6239088,0.365339,7.940245
4,0.6264641,0.6230816,0.5995861,0.7366428,0.5184023,0.6546077,8.773752
5,0.6266481,0.6230817,0.5849077,0.7511429,0.5749297,0.5991783,8.650987
6,0.656437,0.6051869,0.5897045,0.7939981,0.4829062,0.8103891,5.650113
7,0.6071653,0.6758301,0.5729245,0.8013204,0.5024807,0.4832709,7.341035
8,0.6130407,0.7114002,0.6015708,0.7664807,0.5024807,0.4832709,14.98443
9,0.6313743,0.767386,0.6464768,0.7530259,0.5585521,0.4314306,6.507465
10,0.6761778,0.7825403,0.6748904,0.695237,0.4892679,0.7389534,5.51963
11,0.5049417,0.4889022,0.4555225,0.655315,0.5205306,0.4044383,12.31908
12,0.6613166,0.8479594,0.6326994,0.6685267,0.4091603,0.7482374,5.598272
13,0.5126216,0.4550897,0.4739827,0.6837694,0.5161062,0.4341603,4.806077
14,0.4992694,0.4513746,0.3940473,0.7123504,0.534779,0.4037956,9.184943
15,0.6499122,0.6688908,0.5897043,0.7218163,0.4587609,0.8103889,2.998869
16,0.4691651,0.4941888,0.5096362,0.6918574,0.5246395,0.1255036,7.438796
17,0.6504481,0.7469701,0.6427526,0.6952365,0.4635167,0.7037649,6.081633
18,0.4967225,0.4308576,0.3940473,0.7498428,0.5050691,0.4037956,6.531152
19,0.6382904,0.6735667,0.6336064,0.7386966,0.4506804,0.6949018,5.36266

