step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5945888,0.6735669,0.6112895,0.6864952,0.5866421,0.4149505,15.27032
1,0.6359133,0.6576974,0.6328965,0.703159,0.4948385,0.6909748,7.397293
2,0.5824429,0.6230816,0.5345691,0.7351391,0.6428436,0.3765812,5.87273
3,0.5903221,0.6398886,0.580725,0.7208199,0.6159741,0.3942031,2.85285
4,0.5123532,0.3961003,0.3878041,0.8093833,0.6614732,0.3070053,2.822965
5,0.5001652,0.4235904,0.396566,0.7028866,0.5754577,0.4023253,2.277354
6,0.5979258,0.6576973,0.5939658,0.735139,0.5844032,0.4184235,2.532469
7,0.6488866,0.6223894,0.5366176,0.8567708,0.4627737,0.7658814,2.088215
8,0.5262756,0.4401116,0.4524381,0.8093832,0.5712721,0.358173,1.433096
9,0.5389847,0.4155167,0.452438,0.8357184,0.5768247,0.4144256,2.469138
10,0.616292,0.7615445,0.6236639,0.7017238,0.5551831,0.4393448,2.23896
11,0.6858258,0.7325945,0.6486748,0.7218164,0.4346156,0.8914277,1.610933
12,0.4984959,0.3882281,0.4209959,0.7217274,0.5706807,0.3908473,1.501064
13,0.6039914,0.7746017,0.6724185,0.6178455,0.4986458,0.4564457,1.933154
14,0.6570218,0.7615443,0.6995172,0.6361914,0.4241471,0.7637088,1.465582
15,0.5082405,0.4621171,0.4308934,0.7358027,0.5712721,0.3411169,0
16,0.5379574,0.4941888,0.4585553,0.6783888,0.5385083,0.5201457,2.109601
17,0.5024288,0.3705813,0.4009485,0.7976985,0.5706804,0.3722354,1.013964
18,0.6520827,0.7269286,0.6995172,0.6696755,0.4005834,0.7637086,3.589372
19,0.5897208,0.6735667,0.6112894,0.7208198,0.5279779,0.4149506,2.832256

