option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.5339739,0.3561898,0.549853,0.7545574,0.7653397,0.2439293,45.65202
alt2,0.670858,0.6584275,0.6418139,0.7295351,0.7825394,0.5419741,1.356004
alt2,0.4976181,0.4327642,0.4812915,0.6745442,0.6337677,0.2657232,4.167823
alt2,0.6987197,0.7769017,0.6809556,0.7410908,0.692657,0.6019934,1.01092
alt2,0.6569433,0.650278,0.6159437,0.7401603,0.6950735,0.5832608,2.898258
alt2,0.6882695,0.7553653,0.6627861,0.7582516,0.6619937,0.6029507,0.999872
alt2,0.6609824,0.6983168,0.6418611,0.7130244,0.6432004,0.6085094,5.89003
alt2,0.5205866,0.4546533,0.5403612,0.750475,0.5513102,0.3061332,4.13744
alt2,0.7084674,0.8260727,0.6719624,0.7273642,0.3470335,0.9699039,1.037511
alt2,0.5183543,0.3725682,0.5510251,0.7700815,0.6267517,0.2713453,10.83967
alt2,0.5026578,0.4097886,0.4843141,0.7479586,0.5962396,0.2749877,2.928628
alt2,0.6490194,0.6809626,0.6017075,0.7255183,0.5734995,0.6634092,2.366535
alt2,0.5935393,0.5543714,0.6448813,0.6953893,0.42983,0.6432247,2.341977
alt2,0.6564328,0.6732458,0.6860854,0.7019671,0.5040931,0.7167729,3.030193
alt2,0.6398028,0.717334,0.5703958,0.665657,0.4732638,0.7723632,3.687366
alt2,0.4565711,0.4811329,0.438616,0.5986379,0.3979482,0.3665205,3.066611
alt2,0.4566674,0.4506164,0.4344726,0.6251233,0.4004423,0.3726824,5.697853
alt2,0.6177754,0.6436438,0.5783309,0.5829914,0.3731068,0.910804,3.090522
alt2,0.4675595,0.5412846,0.4807038,0.5781599,0.3270201,0.4106289,4.908448
alt2,0.6187397,0.6875295,0.5584078,0.5469857,0.3258699,0.9749057,1.087957

