step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.695949,0.7071808,0.6566997,0.7717463,0.8043588,0.5397591,83.42919
1,0.5211675,0.4034499,0.5114305,0.7082314,0.7349136,0.2478119,0.5992314
2,0.6610805,0.6874728,0.6415925,0.6659247,0.7127273,0.5976854,0.6890803
3,0.7164661,0.8921832,0.7310714,0.6497941,0.3548225,0.9544595,6.287219
4,0.504443,0.4226619,0.5114303,0.6709559,0.6575543,0.2596127,1.15457
5,0.5097241,0.4096182,0.6048383,0.6413738,0.6122718,0.2805186,2.643334
6,0.7123383,0.9520802,0.7166234,0.5913667,0.3566196,0.9450014,6.797236
7,0.6421538,0.6820846,0.7558452,0.5690809,0.5925668,0.6111916,1.670894
8,0.6687021,0.8689055,0.7176043,0.5397476,0.5799855,0.6372674,2.412177
9,0.6310733,0.8132581,0.6566994,0.5016349,0.5630512,0.6207229,1.918421
10,0.6035386,0.7693414,0.6411458,0.4430036,0.5397714,0.6244309,0.6992888
11,0.4591841,0.5338646,0.5609259,0.4510508,0.4049826,0.3450964,4.18504
12,0.46888,0.593066,0.6275021,0.4093232,0.4104784,0.3040305,1.900931
13,0.4237323,0.5571452,0.5289544,0.3449713,0.357105,0.3304856,5.677621
14,0.4503371,0.5979285,0.5876366,0.3758758,0.3037369,0.3865078,4.053119
15,0.6171758,0.9296207,0.7373177,0.3322528,0.3321669,0.7545207,2.209907
16,0.6150411,0.9134647,0.7421362,0.3250747,0.2913019,0.8032278,4.130497
17,0.4667088,0.7529469,0.7044052,0.3101356,0.234028,0.3320284,2.055579
18,0.6454918,0.9238304,0.8884625,0.3679514,0.2025025,0.8447122,1.965567
19,0.4763771,0.8015239,0.7607577,0.3101356,0.1560186,0.3534495,6.927007

