edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6937653,0.6937653,0.6276925,0.6276925,0.6937653
0.722046,0.6892257,0.5907649,0.5907649,0.722046
0.801197,0.7663624,0.6270238,0.5921891,0.801197
0.569859,0.5439563,0.4662483,0.4403456,0.569859
0.7694288,0.7359754,0.5687083,0.5352549,0.7694288
0.797755,0.7312754,0.5318367,0.4985969,0.797755
0.5604359,0.5117024,0.3655017,0.3655017,0.5604359
0.8352436,0.7308382,0.4872255,0.4872255,0.8352436
0.5294003,0.4603482,0.2992263,0.3222437,0.5294003
0.7981597,0.6651331,0.3990798,0.4323365,0.7981597
0.8799034,0.739119,0.4223537,0.4223537,0.8799034
0.9160767,0.775142,0.3875709,0.3875709,0.9160767
0.92273,0.7518542,0.3417518,0.3417518,0.92273
1.008417,0.7923279,0.360149,0.3241341,1.008417
1.040344,0.8251002,0.3228653,0.2869913,1.040344
1.083698,0.8669586,0.3251094,0.2528628,1.083698
1.135225,0.9155045,0.3295816,0.219721,1.135225
1.18418,0.9621463,0.3700563,0.1850281,1.18418
1.215241,0.9942881,0.3314294,0.1473019,1.215241
1.24847,0.9914322,0.3671971,0.110159,1.24847

