userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
14,1,ConeBurst, Task2,1.027,1.001042,0.9880752,0.9423444,1.041539,3
14,2,ConeBurst, Task2,1.048617,1.000881,0.9776812,0.8873686,1.085452,3
14,3,ConeBurst, Task2,1.072938,0.9963753,0.9611226,0.8359861,1.133577,3
14,4,ConeBurst, Task2,1.040486,1.008025,1.00033,0.8777075,1.073452,3
14,5,ConeBurst, Task2,1.068136,1.009268,0.9825141,0.8230079,1.117074,3
14,6,ConeBurst, Task2,1.089218,1.001116,0.9657133,0.7745506,1.169403,3
14,7,ConeBurst, Task2,1.064533,1.011505,0.998302,0.8167911,1.108869,3
14,8,ConeBurst, Task2,1.089232,0.9990323,0.9756806,0.7709305,1.165125,3
14,9,ConeBurst, Task2,1.045982,1.002132,1.020574,0.8189195,1.112393,3
14,10,ConeBurst, Task2,1.066496,0.9943284,1.003289,0.7707405,1.165146,3
14,11,ConeBurst, Task2,1.089583,0.9847265,0.980541,0.7241893,1.22096,3
14,12,ConeBurst, Task2,1.10712,0.9741952,0.9541262,0.6809164,1.283642,3
14,13,ConeBurst, Task2,1.135098,0.9530914,0.9251325,0.6380203,1.348658,3
14,14,ConeBurst, Task2,1.147779,0.9334831,0.8996382,0.5976162,1.421483,3
14,15,ConeBurst, Task2,1.165817,0.9121346,0.867663,0.5571864,1.497199,3
14,16,ConeBurst, Task2,1.172753,0.8920004,0.8385212,0.5176393,1.579086,3
14,17,ConeBurst, Task2,1.178085,0.8701804,0.8073147,0.4782768,1.666143,3
14,18,ConeBurst, Task2,1.186495,0.8426653,0.7768625,0.4381742,1.755803,3
14,19,ConeBurst, Task2,1.190746,0.8170633,0.7432852,0.4023032,1.846603,3
14,20,ConeBurst, Task2,1.190364,0.7858009,0.7124152,0.3684873,1.942932,3

