step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6607289,0.7758111,0.6566998,0.7213117,0.4070395,0.7427826,66.26163
1,0.6623474,0.7782171,0.6651725,0.6940026,0.3754136,0.7989311,0.9215447
2,0.7032546,0.8727397,0.6840503,0.6652877,0.4279436,0.8662515,3.609281
3,0.5293165,0.4911556,0.5876366,0.6765764,0.5737253,0.3174887,2.584542
4,0.6710304,0.8533921,0.6895346,0.6491804,0.3459836,0.8170612,5.624677
5,0.6722576,0.8523331,0.6968474,0.6209497,0.3161379,0.8750199,5.97434
6,0.4811142,0.4952402,0.5289542,0.5519542,0.5356575,0.2937649,5.443264
7,0.6798112,0.892183,0.6978407,0.5414951,0.3130786,0.9544588,3.997406
8,0.4241329,0.377834,0.4464293,0.5024075,0.4818984,0.3120951,2.157947
9,0.622463,0.8523334,0.6334973,0.4748437,0.2766205,0.8750203,8.909051
10,0.6602306,0.9520805,0.651476,0.443525,0.3090703,0.9450013,1.657996
11,0.677744,0.9697639,0.6978408,0.433196,0.250463,1.037456,2.356097
12,0.6634271,1.008555,0.7223698,0.3967213,0.2238717,0.9656174,1.676061
13,0.6970676,1.023839,0.7398747,0.372747,0.2250744,1.123803,2.295877
14,0.7026926,1.110761,0.7166238,0.3696042,0.2139718,1.102502,3.821536
15,0.7169098,1.124926,0.7643018,0.324897,0.1669752,1.203449,0.8437889
16,0.7372859,1.137599,0.8071361,0.3354723,0.157552,1.24867,1.511755
17,0.7668088,1.257313,0.8784943,0.3414806,0.12002,1.236736,1.981402
18,0.7886883,1.26944,0.9471146,0.3621494,0.1021595,1.262578,3.978761
19,0.783144,1.309109,0.8794929,0.3326437,0.09509848,1.299376,15.41831

