step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4734163,0.3656909,0.4892915,0.7531137,0.5200974,0.2388882,13.77642
1,0.6101551,0.8110358,0.6988328,0.7836301,0.4869951,0.2702817,9.010204
2,0.5922684,0.6585609,0.4370683,0.7062159,0.5439607,0.6155362,6.896836
3,0.5834488,0.7337534,0.6988333,0.68255,0.46845,0.3336573,8.762581
4,0.590103,0.7723163,0.732138,0.6762779,0.4719992,0.2977837,4.264765
5,0.5242932,0.5349037,0.4670201,0.6144094,0.4520175,0.5531154,4.593721
6,0.5646832,0.6282394,0.5438112,0.6760537,0.4408266,0.5344851,3.176213
7,0.4943039,0.4787277,0.4419973,0.5876527,0.4133191,0.5498225,6.088432
8,0.4786057,0.5344778,0.3690323,0.6284199,0.4328322,0.4282664,9.460461
9,0.5064538,0.473349,0.5922457,0.6763071,0.4458561,0.3445111,2.110495
10,0.5162642,0.5273001,0.652986,0.690028,0.450074,0.2609329,8.506142
11,0.5421238,0.5524095,0.6937527,0.6353576,0.5244362,0.3046629,2.888155
12,0.5449989,0.5121316,0.7612153,0.6355371,0.4987165,0.317394,2.570316
13,0.4635534,0.5680191,0.3175395,0.6608012,0.4476956,0.3237117,3.597927
14,0.6614202,0.9655184,0.9317775,0.7444486,0.4626453,0.2027113,4.222397
15,0.5741288,0.6277384,0.777003,0.6706551,0.5244361,0.2708114,6.475173
16,0.525901,0.615354,0.4223589,0.7655507,0.4450966,0.3811446,5.47287
17,0.5412076,0.6011978,0.5000005,0.8235304,0.4570624,0.324247,9.071909
18,0.6252166,0.7446874,0.8730022,0.7327088,0.4716758,0.3040089,2.355228
19,0.5840662,0.7281762,0.4826068,0.7692392,0.5118543,0.4284544,3.096418

