step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5873171,0.7724149,0.6562761,0.7333441,0.5152637,0.2592867,10.88554
1,0.5938134,0.5907388,0.5798914,0.7013616,0.4937782,0.6032973,5.464593
2,0.4838982,0.4675986,0.5462385,0.6294886,0.4757192,0.3004459,9.784863
3,0.4310616,0.4180827,0.477212,0.6507761,0.4547476,0.1544894,7.341022
4,0.4513125,0.4230653,0.5489967,0.5903408,0.4345437,0.2596158,3.287349
5,0.5454654,0.6603779,0.698833,0.6446304,0.4216051,0.3018804,3.309264
6,0.4412532,0.3719732,0.4999361,0.6365244,0.4112949,0.2865372,1.055737
7,0.5556458,0.660378,0.7355419,0.6698598,0.4142405,0.298209,9.3533
8,0.589496,0.733794,0.7219037,0.7170436,0.4566095,0.3181295,8.930541
9,0.5929137,0.7724148,0.7582614,0.6655787,0.4804999,0.2878136,8.297025
10,0.6164419,0.8110356,0.7765208,0.6826038,0.4546998,0.3573496,9.152693
11,0.6397518,0.8496562,0.820345,0.7170437,0.5103284,0.3013858,1.876508
12,0.6289276,0.843816,0.8652216,0.7204695,0.4450275,0.2701035,2.632036
13,0.6410957,0.9268982,0.8901327,0.6655785,0.4804998,0.2423693,8.004218
14,0.5849108,0.6277379,0.8277123,0.6819775,0.4869201,0.3002062,10.37245
15,0.683293,1.016206,0.9761842,0.7138487,0.4719991,0.2382269,9.87249
16,0.7113696,1.056854,0.9695747,0.7707586,0.490524,0.2691367,7.810028
17,0.7031493,1.04276,0.9983326,0.8228115,0.4626454,0.1891971,6.810841
18,0.7378096,1.13815,1.090844,0.7447869,0.489875,0.225392,7.071009
19,0.7684059,1.120002,1.152396,0.8366238,0.4797206,0.2532872,6.907383

