step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5692844,0.5943376,0.4447811,0.7228348,0.5022417,0.5822269,8.308314
1,0.4762169,0.4111284,0.4772116,0.7072495,0.4838767,0.3016182,8.206966
2,0.6054643,0.8110357,0.6730919,0.7405318,0.5422032,0.2604587,8.18538
3,0.544097,0.5319197,0.4419973,0.6222206,0.5166487,0.6076986,6.019831
4,0.5694425,0.5053237,0.5084494,0.6640336,0.4886799,0.6807261,5.979904
5,0.4356112,0.3291218,0.5137562,0.6401465,0.4680877,0.2269437,0
6,0.5600006,0.733794,0.7219034,0.6600094,0.437974,0.2463223,8.245426
7,0.4099894,0.3762744,0.4544289,0.5669401,0.398174,0.2541295,4.561747
8,0.4887613,0.477081,0.5985705,0.690028,0.4026977,0.2754292,3.054468
9,0.5310894,0.5626082,0.4706464,0.7040907,0.4665159,0.4515859,0.9892614
10,0.5022439,0.5907387,0.4025807,0.62842,0.4837538,0.4057262,0
11,0.5001959,0.5206839,0.3641024,0.6889955,0.4698243,0.4573736,1.855427
12,0.508271,0.5121316,0.4333336,0.7450989,0.4570623,0.3937286,2.943525
13,0.5440828,0.5343986,0.7273548,0.7011136,0.42544,0.3321068,14.49629
14,0.4606186,0.5226033,0.4398655,0.6059628,0.5125834,0.2220783,2.210215
15,0.5361339,0.7032605,0.4696775,0.6633322,0.4837537,0.3606454,1.466666
16,0.5978983,0.6528479,0.8572736,0.717871,0.4612927,0.3002062,1.677121
17,0.5904488,0.6779571,0.8162325,0.8050326,0.450074,0.2029479,6.141777
18,0.4948174,0.5853157,0.4869936,0.6697484,0.5395614,0.192468,2.979321
19,0.6505479,0.7281762,0.9055771,0.8622646,0.4573422,0.2993791,0

