option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5873171,0.7724149,0.6562761,0.7333441,0.5152637,0.2592867,10.88554
chosenOption,0.5819585,0.5913515,0.5676386,0.69019,0.486885,0.5737271,5.464593
chosenOption,0.4709309,0.4592375,0.5263617,0.6340671,0.441564,0.2934241,9.784863
chosenOption,0.4367338,0.4065575,0.4782473,0.6972519,0.451956,0.1496565,7.341022
chosenOption,0.4710491,0.4220538,0.556597,0.6593274,0.4684322,0.2488352,3.287349
chosenOption,0.5916864,0.6590254,0.7310287,0.7790866,0.5015359,0.2877553,3.309264
chosenOption,0.4734954,0.3701554,0.5242507,0.7152575,0.4986129,0.2592007,1.055737
chosenOption,0.6185117,0.6463376,0.8006969,0.8219834,0.5504045,0.2731362,9.3533
chosenOption,0.6289552,0.6979455,0.7859169,0.8295676,0.5556653,0.2756809,8.930541
chosenOption,0.6080558,0.7208715,0.8288041,0.7161886,0.5383788,0.2360361,8.297025
chosenOption,0.6233843,0.7516151,0.8523855,0.7478886,0.4732706,0.2917615,9.152693
chosenOption,0.6383448,0.7767372,0.9060068,0.7622857,0.5092135,0.2374811,1.876508
chosenOption,0.6147292,0.7639132,0.9625172,0.7076693,0.4277909,0.2117558,2.632036
chosenOption,0.6247988,0.8383083,0.9959424,0.6344836,0.4652562,0.1900032,8.004218
chosenOption,0.5574858,0.5611465,0.9351092,0.622559,0.4324705,0.236144,10.37245
chosenOption,0.6505865,0.8725299,1.143968,0.6454564,0.4143451,0.1766338,9.87249
chosenOption,0.662967,0.8905988,1.148395,0.6413317,0.4340513,0.2004582,7.810028
chosenOption,0.6403097,0.8736249,1.194684,0.6224281,0.3706545,0.1401565,6.810841
chosenOption,0.6645408,0.9432248,1.320487,0.5368907,0.3550142,0.1670874,7.071009
chosenOption,0.6756886,0.9147995,1.410041,0.549292,0.3289475,0.1753632,6.907383

