option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.6844594,0.6707626,0.6647186,0.7534493,0.5041575,0.8292091,41.12009
chosenOption,0.5669396,0.2825747,0.5214607,0.7141116,0.6126264,0.7039247,6.097238
chosenOption,0.621995,0.4204687,0.5741414,0.7282164,0.5036159,0.8835326,10.19531
chosenOption,0.6665467,0.6667812,0.6453347,0.7084271,0.4072859,0.9049049,3.597781
chosenOption,0.6699783,0.6847147,0.6455732,0.6935143,0.3844464,0.9416428,5.531432
chosenOption,0.6978,0.6636,0.6482987,0.7157289,0.4155101,1.045862,8.352229
chosenOption,0.6299617,0.5415235,0.5182655,0.6188496,0.3504667,1.120703,6.741939
chosenOption,0.5166623,0.5340254,0.5113858,0.6153963,0.6086347,0.3138694,3.220215
chosenOption,0.6427764,0.5428662,0.5272242,0.6384459,0.5132665,0.992079,6.171268
chosenOption,0.5855492,0.6661484,0.6040589,0.6691049,0.5412026,0.4472314,8.429441
chosenOption,0.542655,0.5051357,0.5653713,0.6817102,0.5609139,0.4001436,7.756619
chosenOption,0.6604386,0.7233217,0.5525404,0.6669406,0.3555714,1.003819,14.33876
chosenOption,0.5080194,0.6027254,0.4910678,0.6126992,0.529741,0.3038638,4.21103
chosenOption,0.5269964,0.5974889,0.5210499,0.6214711,0.6150034,0.279969,8.257517
chosenOption,0.5532814,0.5470565,0.5742375,0.6993557,0.5961388,0.3496183,9.419192
chosenOption,0.5696664,0.5717843,0.6150559,0.6973064,0.6495999,0.3145855,3.952555
chosenOption,0.5971957,0.7623119,0.6502193,0.6840805,0.5081389,0.3812276,3.880435
chosenOption,0.6168852,0.7452623,0.7074122,0.6994888,0.61866,0.3136027,8.033069
chosenOption,0.6394152,0.7862098,0.6336293,0.6538118,0.3629569,0.7604682,5.788987
chosenOption,0.600484,0.7568252,0.6744514,0.6602644,0.6300942,0.2807845,3.204651

