step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6844594,0.6707626,0.6647186,0.7534493,0.5041575,0.8292091,41.12009
1,0.5835449,0.2917441,0.5482545,0.7576218,0.6142797,0.7058244,6.097238
2,0.619278,0.4365308,0.5792647,0.7329467,0.4987728,0.848875,10.19531
3,0.6740142,0.7103623,0.6613507,0.7480993,0.3956051,0.8546536,3.597781
4,0.6839806,0.7458805,0.6944184,0.7124754,0.373627,0.8935017,5.531432
5,0.7166365,0.7378389,0.7311904,0.7157767,0.4033261,0.9950506,8.352229
6,0.6601735,0.6211197,0.6164037,0.6671245,0.3367194,1.0595,6.741939
7,0.5491474,0.6211194,0.6196278,0.6486658,0.5667697,0.2895546,3.220215
8,0.6545601,0.6211197,0.6020123,0.6254151,0.4910912,0.9331622,6.171268
9,0.6050243,0.771377,0.7056483,0.6344786,0.5028824,0.410735,8.429441
10,0.570604,0.5849271,0.6764834,0.6832811,0.5248767,0.3834516,7.756619
11,0.6986448,0.82851,0.6492298,0.6896154,0.3422554,0.9836132,14.33876
12,0.5478356,0.6975949,0.591053,0.6490166,0.5053854,0.2961282,4.21103
13,0.5589908,0.6751299,0.6196278,0.6145255,0.6072531,0.2784179,8.257517
14,0.5769837,0.6092991,0.6764836,0.6453211,0.5998592,0.3539554,9.419192
15,0.6014389,0.6309893,0.715555,0.6680614,0.667204,0.3253849,3.952555
16,0.632058,0.8384535,0.7414808,0.6470333,0.5309474,0.402375,3.880435
17,0.6518897,0.8218945,0.796155,0.6630006,0.6443564,0.3340418,8.033069
18,0.6898715,0.8467758,0.7316046,0.6538011,0.3898362,0.8273401,5.788987
19,0.6406285,0.7973353,0.78162,0.6378776,0.6813177,0.3049917,3.204651

