step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5733566,0.3238224,0.5031828,0.7358404,0.7184258,0.5855117,45.47161
1,0.7093386,0.7886575,0.6944183,0.8049902,0.5076552,0.7509719,5.997242
2,0.6638882,0.6904249,0.6993949,0.6913419,0.6177985,0.620481,2.089534
3,0.5369158,0.4365308,0.5645475,0.7634317,0.6614003,0.2586686,0.9441286
4,0.5730458,0.5118111,0.617659,0.7592012,0.6373505,0.3392071,2.120507
5,0.5324011,0.480184,0.6210024,0.690724,0.5879114,0.2821839,7.674032
6,0.4892372,0.3903582,0.4744998,0.7466203,0.4325129,0.402195,0
7,0.6323614,0.5408241,0.6661545,0.6696586,0.5123027,0.7728668,4.810901
8,0.4984225,0.3546065,0.5594063,0.638916,0.6529325,0.2862514,8.367582
9,0.6477511,0.6006962,0.6051453,0.6043614,0.4708744,0.9576783,3.824826
10,0.5929251,0.4073303,0.57866,0.6637561,0.4891651,0.8257142,2.73652
11,0.5889166,0.3334218,0.6004692,0.6854672,0.4849576,0.8402672,19.94968
12,0.5893099,0.404778,0.5786601,0.6990482,0.502898,0.761165,4.763289
13,0.7368435,0.9388778,0.7605534,0.6899916,0.4007804,0.8940143,4.967103
14,0.5770082,0.3473143,0.6004692,0.6133127,0.5172882,0.8066567,4.25806
15,0.5982288,0.4243022,0.57866,0.6637561,0.5939862,0.7304394,2.716542
16,0.5416101,0.3662883,0.4772321,0.6447365,0.5970856,0.6227077,4.899785
17,0.5464441,0.361207,0.5879378,0.6375322,0.5626265,0.5829173,3.431426
18,0.5983706,0.4209692,0.6038192,0.6990484,0.6825045,0.5855116,1.774939
19,0.7344338,0.8719911,0.7976623,0.6781042,0.4537418,0.8706696,3.992867

