edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6124174,0.6124174,0.5817965,0.6430382,0.6124174
0.6985452,0.6652811,0.6320171,0.6652811,0.6985452
0.6433502,0.6127145,0.551443,0.6127144,0.6433502
0.7396102,0.7059916,0.571517,0.6387542,0.7396102
0.7005021,0.6686611,0.5731381,0.6049791,0.7005021
0.7961841,0.7615674,0.6231006,0.6231006,0.7961841
0.815784,0.7817931,0.6458291,0.5778471,0.815784
0.8596191,0.8252344,0.6533107,0.5501563,0.8596191
0.7514967,0.7214369,0.6011975,0.5110178,0.7514967
0.7924898,0.7607902,0.6656915,0.5388931,0.7924898
0.8805825,0.8467139,0.7112398,0.5418969,0.8805825
0.7982692,0.7675666,0.6140533,0.5219453,0.7982692
0.9571233,0.9216744,0.7089804,0.5671843,0.9571233
0.9890916,0.9537669,0.7064942,0.5298706,0.9890916
0.8935799,0.8616663,0.6382715,0.5106171,0.8935799
1.090537,1.052932,0.7896992,0.6016755,1.090537
1.121145,1.083774,0.8221735,0.5605729,1.121145
1.121206,1.085038,0.795695,0.5063514,1.121206
1.150287,1.11434,0.7548758,0.467304,1.150287
1.23856,1.163496,0.7881748,0.4503855,1.23856

