option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.5086008,0.4649705,0.4410353,0.7477778,0.5670148,0.3222053,57.72692
alt2,0.5605475,0.3079385,0.5197914,0.7399616,0.5407887,0.6942574,73.78499
alt2,0.6017221,0.4012156,0.5583532,0.7403454,0.562489,0.7462071,75.85786
alt2,0.6178291,0.589673,0.6758386,0.7877635,0.5366673,0.4992033,79.54717
alt2,0.6264341,0.4728355,0.6798096,0.7506851,0.5521342,0.6767059,72.28803
alt2,0.482419,0.4053849,0.3677404,0.6999692,0.5066283,0.4323723,76.65215
alt2,0.6306326,0.639121,0.6494728,0.7889048,0.5299377,0.5457265,78.65699
alt2,0.4995114,0.2853411,0.3914542,0.6519923,0.5304842,0.6382852,82.68402
alt2,0.4711973,0.3445301,0.345909,0.684078,0.5543972,0.4270722,83.8466
alt2,0.4921693,0.2865607,0.3212084,0.7179313,0.5464997,0.5886463,84.80734
alt2,0.5078375,0.3161564,0.3926264,0.7203317,0.5409432,0.5691298,104.8044
alt2,0.5735717,0.5995685,0.5737313,0.7879549,0.5071136,0.3994899,89.45687
alt2,0.4942052,0.2867683,0.4046563,0.6815204,0.5392086,0.5588723,90.88919
alt2,0.5904145,0.4433832,0.610956,0.7101379,0.5288247,0.6587707,92.89396
alt2,0.4884587,0.3774653,0.3670827,0.7050276,0.520299,0.4724188,116.3232
alt2,0.5483634,0.5566167,0.5571462,0.7454821,0.5314568,0.351115,118.2098

