edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6268713,0.6268713,0.6582148,0.6582148,0.6582148
0.6223968,0.6223968,0.6223968,0.6520346,0.6223968
0.6620943,0.6620943,0.6319991,0.6319991,0.6319991
0.6983312,0.6983312,0.6983312,0.6983312,0.6983312
0.680872,0.680872,0.6512688,0.6216658,0.6512688
0.7304715,0.7304715,0.7304715,0.6351926,0.7304715
0.7243119,0.7243119,0.6941323,0.5734137,0.6941323
0.7392358,0.7392358,0.7392358,0.6160299,0.7392358
0.7445711,0.7445711,0.7445711,0.5894521,0.7755949
0.7369025,0.7369025,0.7074264,0.5305699,0.7369025
0.7741159,0.7741159,0.7741159,0.5883282,0.8050805
0.7821909,0.7821909,0.7521066,0.5415168,0.7821909
0.8081446,0.8081446,0.8081446,0.5594848,0.8392271
0.8178584,0.8178584,0.8178584,0.545239,0.8178584
0.8501405,0.8501405,0.8816271,0.5982471,0.8816271
0.8261209,0.8261209,0.8261209,0.5605822,0.8261209
0.8715084,0.8715084,0.9026337,0.5913808,0.9026337
0.8815364,0.8815364,0.8511387,0.5471607,0.8815364
0.9108169,0.9108169,0.8804564,0.5464903,0.8804564
0.9193287,0.9193287,0.8600172,0.5041481,0.8600172

