option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.5924833,0.5980433,0.6632931,0.7556497,0.4903109,0.4551197,76.78829
alt1,0.4637685,0.4033559,0.4119957,0.6712809,0.4453158,0.3868946,10.65024
alt1,0.4833867,0.3749487,0.4952559,0.6704419,0.5003607,0.3759264,4.722681
alt1,0.5164004,0.483921,0.4829423,0.6951952,0.481502,0.4384417,12.70827
alt1,0.4684688,0.3842088,0.47951,0.6338454,0.4552684,0.3895114,7.418935
alt1,0.596145,0.647347,0.6869447,0.7238563,0.4696909,0.4528862,25.22351
alt1,0.4604907,0.4367438,0.4494589,0.6353825,0.4019529,0.3789156,13.77019
alt1,0.4954029,0.4542806,0.5267981,0.7059372,0.4132798,0.3767187,14.73975
alt1,0.6079788,0.6543717,0.7139642,0.7402694,0.4048703,0.5264186,7.081212
alt1,0.6312575,0.5826718,0.5594584,0.6860414,0.41583,0.9122859,12.89837
alt1,0.5932795,0.6592875,0.6960306,0.6845551,0.4261945,0.5003297,20.47949
alt1,0.6127835,0.5338782,0.5294698,0.6970754,0.4006041,0.9028898,6.447412
alt1,0.6099588,0.7392254,0.7645702,0.6701274,0.3626426,0.5132284,6.945991
alt1,0.4748178,0.4954968,0.4712907,0.6182852,0.3726603,0.4163557,8.551643
alt1,0.5914907,0.6713867,0.7419921,0.6580742,0.3734998,0.5125008,6.389995
alt1,0.6228328,0.5522755,0.5616344,0.6795669,0.3882223,0.9324646,5.896709
alt1,0.6049981,0.7546779,0.7709872,0.6360089,0.3340279,0.5292887,5.146038
alt1,0.4862777,0.4589582,0.5250384,0.6446319,0.3444103,0.4583497,5.651461
alt1,0.6189852,0.6377146,0.6145856,0.6528801,0.3267452,0.8630003,4.887614
alt1,0.4579473,0.4362175,0.552708,0.5465674,0.3388119,0.4154313,2.443352

