option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.6268713,0.5444486,0.5329401,0.760647,0.4965679,0.7997528,61.26678
chosenOption,0.5927588,0.5933026,0.620345,0.7503338,0.50286,0.4969527,16.02703
chosenOption,0.6019039,0.6725456,0.6898144,0.7346544,0.4419062,0.4705991,19.44429
chosenOption,0.6348466,0.5862875,0.6364526,0.7410819,0.4826857,0.7277255,11.59556
chosenOption,0.5920627,0.6272951,0.6854714,0.7217387,0.4545337,0.4712745,19.2754
chosenOption,0.6351926,0.5893339,0.652534,0.7288615,0.4680508,0.7371831,23.89613
chosenOption,0.6035934,0.7057645,0.7229781,0.7004235,0.4003717,0.4884292,23.46961
chosenOption,0.6160299,0.5532472,0.5693191,0.7315467,0.4510799,0.7749568,17.14747
chosenOption,0.620476,0.5417909,0.5738281,0.7192168,0.4021863,0.8653579,20.49134
chosenOption,0.5895221,0.6400291,0.6962975,0.6815342,0.4105903,0.5191595,13.5862
chosenOption,0.6192928,0.5458609,0.5609995,0.7159455,0.434292,0.8393663,37.7501
chosenOption,0.6016854,0.7084028,0.7252926,0.6689234,0.3686441,0.537164,14.16621
chosenOption,0.6216499,0.5571072,0.5871413,0.6953488,0.372509,0.8961432,8.275002
chosenOption,0.6058213,0.6594058,0.7133543,0.7059635,0.3672659,0.5831164,8.417752
chosenOption,0.6297339,0.6112192,0.5961729,0.6624262,0.3782661,0.9005848,11.21785
chosenOption,0.5900865,0.667035,0.6968184,0.6497716,0.3809838,0.5558237,12.77249
chosenOption,0.6225061,0.5687528,0.604158,0.6683367,0.3457477,0.9255354,10.24157
chosenOption,0.6079564,0.7416624,0.7674341,0.6379376,0.3278986,0.5648491,14.51966
chosenOption,0.6072115,0.7004902,0.7605785,0.6701506,0.3332946,0.5715434,6.266291
chosenOption,0.5931155,0.7122093,0.7901096,0.622358,0.3382652,0.5026354,11.19407

