option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5300057,0.458213,0.6198879,0.7935762,0.5069029,0.2714483,91.31953
chosenOption,0.5191643,0.4371789,0.5981108,0.7441964,0.5122225,0.3041125,9.684216
chosenOption,0.6277788,0.5617977,0.7192314,0.7264906,0.5513209,0.5800535,10.68993
chosenOption,0.6404324,0.6105846,0.7065453,0.78009,0.5506852,0.5542565,17.08017
chosenOption,0.5164255,0.471183,0.6557884,0.6807218,0.4787086,0.2957256,18.24445
chosenOption,0.639536,0.6415032,0.7440984,0.7541995,0.5297076,0.5281712,5.408704
chosenOption,0.6125368,0.6320651,0.7733794,0.7053995,0.4385718,0.5132681,10.08316
chosenOption,0.5307371,0.542151,0.7292687,0.7140685,0.4422422,0.2259551,4.242925
chosenOption,0.538398,0.5470001,0.7848519,0.7088081,0.4397739,0.211556,10.30732
chosenOption,0.5227826,0.5114203,0.7638165,0.6592743,0.4415241,0.237878,2.753393
chosenOption,0.6157794,0.649928,0.9419686,0.7044719,0.4321275,0.3504007,6.548404
chosenOption,0.612626,0.6633539,0.9777297,0.6773202,0.4220676,0.3226586,5.338084
chosenOption,0.5802212,0.6791415,0.7378353,0.6637922,0.4363143,0.3840229,4.036183
chosenOption,0.6362892,0.8478183,0.8420082,0.6401576,0.4132872,0.4381745,5.486775
chosenOption,0.6367077,0.9021559,0.8328254,0.6188327,0.3995385,0.4301861,5.543206
chosenOption,0.6416861,0.9005559,0.9694178,0.6355663,0.3812456,0.3216449,14.40433
chosenOption,0.6079586,0.8862809,0.9381344,0.5561129,0.3483045,0.3109601,3.833048
chosenOption,0.575477,0.7249495,0.9818543,0.545292,0.3406439,0.2846453,6.075148
chosenOption,0.6306565,0.9115506,1.034249,0.5848646,0.3463039,0.2763141,5.241676
chosenOption,0.6050024,0.8306653,1.115995,0.5259697,0.3080378,0.2443444,7.958151

