userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
2,1,ForceDirectedAlgorithm, Task1,1.017081,1.028536,1.017706,1.006096,0.9305802,3
2,2,ForceDirectedAlgorithm, Task1,1.018209,1.067012,1.027836,1.015772,0.8711711,3
2,3,ForceDirectedAlgorithm, Task1,1.041278,1.110177,0.9718533,0.9860556,0.8906356,3
2,4,ForceDirectedAlgorithm, Task1,1.09619,1.127721,0.9309034,0.9402691,0.9049165,3
2,5,ForceDirectedAlgorithm, Task1,1.094006,1.169183,0.9395984,0.948493,0.8487192,3
2,6,ForceDirectedAlgorithm, Task1,1.145563,1.20251,0.890809,0.920517,0.8406007,3
2,7,ForceDirectedAlgorithm, Task1,1.183185,1.247366,0.8591839,0.8669419,0.8433226,3
2,8,ForceDirectedAlgorithm, Task1,1.193768,1.266119,0.8931822,0.8675703,0.7793601,3
2,9,ForceDirectedAlgorithm, Task1,1.189801,1.31349,0.9015735,0.8672321,0.7279034,3
2,10,ForceDirectedAlgorithm, Task1,1.177938,1.368731,0.9038355,0.8689868,0.6805089,3
2,11,ForceDirectedAlgorithm, Task1,1.202271,1.442987,0.8788975,0.832989,0.642856,3
2,12,ForceDirectedAlgorithm, Task1,1.230885,1.514982,0.857235,0.7953079,0.6015903,3
2,13,ForceDirectedAlgorithm, Task1,1.279694,1.46362,0.8614604,0.7928882,0.6023377,3
2,14,ForceDirectedAlgorithm, Task1,1.361711,1.447658,0.8327636,0.7665115,0.5913563,3
2,15,ForceDirectedAlgorithm, Task1,1.445105,1.430719,0.8049019,0.7405964,0.5786776,3
2,16,ForceDirectedAlgorithm, Task1,1.511445,1.481832,0.768277,0.6981441,0.5403022,3
2,17,ForceDirectedAlgorithm, Task1,1.582123,1.526663,0.728332,0.6567276,0.5061535,3
2,18,ForceDirectedAlgorithm, Task1,1.554539,1.599731,0.7106456,0.6453809,0.4897028,3
2,19,ForceDirectedAlgorithm, Task1,1.600525,1.66426,0.6814919,0.6006244,0.453098,3
2,20,ForceDirectedAlgorithm, Task1,1.604813,1.759747,0.6529521,0.5652347,0.4172535,3

