option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.6288812,0.5189955,0.6264625,0.7626694,0.5621507,0.6741281,54.02505
alt2,0.6218893,0.561175,0.6409512,0.8034635,0.5351524,0.5687041,7.118956
alt2,0.5257092,0.4665568,0.5781682,0.8184097,0.4843748,0.2810366,5.85583
alt2,0.5413772,0.3403786,0.4863321,0.7263002,0.5545281,0.5993466,8.475272
alt2,0.6191353,0.6048238,0.70276,0.7349339,0.5001383,0.5530204,11.10634
alt2,0.5186958,0.3576146,0.4998748,0.7024868,0.4662814,0.5672213,8.840619
alt2,0.516856,0.4312475,0.4985065,0.6316068,0.4245613,0.5983579,13.229
alt2,0.6265925,0.6528233,0.8408016,0.6072846,0.4705417,0.5615112,8.818639
alt2,0.6058943,0.7000015,0.8015685,0.6465248,0.4328314,0.4485451,3.109491
alt2,0.6185818,0.6564735,0.8185257,0.7117784,0.4612892,0.4448425,4.392082
alt2,0.5557155,0.5397465,0.6937064,0.680881,0.4750608,0.3891827,1.71005
alt2,0.4696792,0.3372659,0.5724003,0.6095813,0.4235505,0.4055983,1.878358
alt2,0.487909,0.4023582,0.6319559,0.582495,0.4349527,0.387783,1.229628
alt2,0.4797553,0.4494703,0.6067507,0.6148749,0.3711089,0.3565717,4.613306
alt2,0.4763275,0.4782774,0.6001335,0.5943922,0.3587634,0.350071,6.421576
alt2,0.439743,0.3734043,0.4698734,0.5949785,0.3811818,0.3792766,4.297888
alt2,0.5426033,0.6925637,0.7510289,0.5787615,0.3816639,0.3089986,2.616989
alt2,0.6223522,0.9859429,0.9314558,0.5768951,0.318318,0.2991492,4.310036
alt2,0.4962382,0.5460052,0.8292112,0.5124856,0.3532973,0.2401917,6.641969
alt2,0.5680156,0.8830909,0.8105376,0.5277071,0.3295089,0.2892334,3.532112

