option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.5324004,0.3268853,0.4275419,0.7476459,0.4916024,0.6683263,37.88783
alt1,0.5298622,0.4094969,0.3976482,0.7195265,0.5270801,0.5955595,4.620145
alt1,0.5186851,0.3328377,0.4450906,0.6984193,0.5555243,0.5615538,2.810366
alt1,0.4829299,0.4192392,0.6081979,0.7358,0.4655399,0.1858724,0
alt1,0.5214455,0.4413479,0.4359945,0.658156,0.4925941,0.5791351,2.866968
alt1,0.5218111,0.5012879,0.6335307,0.7481508,0.4522925,0.2737937,18.3251
alt1,0.4808953,0.4612263,0.6587815,0.6744406,0.4345976,0.1754303,14.61631
alt1,0.5017281,0.386766,0.5203233,0.5838193,0.4741293,0.5436028,18.85806
alt1,0.5091862,0.4192905,0.4737689,0.7012305,0.4539703,0.4976707,4.66369
alt1,0.5088906,0.4790374,0.507816,0.6374196,0.454331,0.465849,9.090349
alt1,0.4630556,0.3043705,0.4495153,0.6681095,0.4472638,0.4460188,3.243821
alt1,0.5333863,0.5167804,0.7231118,0.614566,0.4432318,0.3692417,4.254085
alt1,0.6097261,0.6388236,1.015894,0.6616068,0.4078837,0.3244226,6.783955
alt1,0.5603618,0.5863723,0.9462515,0.608974,0.3821673,0.2780437,10.59506
alt1,0.5582004,0.6239535,0.9359318,0.5886879,0.3694539,0.2729747,4.175988
alt1,0.5435666,0.6211593,0.7499291,0.6091044,0.4064048,0.3312356,11.48896
alt1,0.4481086,0.4239966,0.5878094,0.5328577,0.3549858,0.3408938,1.87817
alt1,0.4731236,0.5556936,0.5712621,0.5718079,0.3436434,0.323211,6.654472
alt1,0.5034174,0.7123102,0.6065224,0.5022751,0.3580199,0.3379589,3.566196
alt1,0.4602073,0.5231882,0.6942253,0.4630768,0.3284806,0.2920654,5.486003

