step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5300056,0.458213,0.6198879,0.7935762,0.5069029,0.2714483,91.31953
1,0.5197486,0.4298369,0.5815167,0.7678113,0.5091189,0.3104589,9.684216
2,0.6165679,0.5517508,0.6740612,0.7421564,0.5156225,0.5992487,10.68993
3,0.6497024,0.615699,0.668247,0.8428169,0.5305492,0.5911999,17.08017
4,0.5421968,0.4728207,0.6396682,0.8043735,0.4836628,0.3104588,18.24445
5,0.6581494,0.645018,0.7000686,0.8829511,0.5026256,0.560084,5.408704
6,0.6573842,0.6345132,0.7396082,0.9106435,0.4526187,0.5495371,10.08316
7,0.6000023,0.5498559,0.7015764,0.9973211,0.5101175,0.2411409,4.242925
8,0.599596,0.5498557,0.7438655,0.9919702,0.4815578,0.2307311,10.30732
9,0.5818698,0.5158042,0.6978201,0.950623,0.4836628,0.2614391,2.753393
10,0.6669863,0.6621007,0.825847,1.013252,0.4475497,0.3861823,6.548404
11,0.6718112,0.6896884,0.8469668,1.040374,0.430687,0.3513399,5.338084
12,0.6576599,0.7172757,0.6331335,1.084077,0.4388885,0.414925,4.036183
13,0.727137,0.8943973,0.747879,1.077506,0.4430563,0.4728467,5.486775
14,0.7536802,0.927523,0.747879,1.114661,0.4691184,0.5092196,5.543206
15,0.782855,0.9036064,0.880846,1.223909,0.4890428,0.4168705,14.40433
16,0.7538438,0.8795698,0.8546727,1.15815,0.4739556,0.4028709,3.833048
17,0.7338014,0.7102298,0.9003926,1.197897,0.466829,0.3936586,6.075148
18,0.7943363,0.9088885,0.9374458,1.275656,0.4829296,0.3667615,5.241676
19,0.7715136,0.8303922,1.005848,1.234866,0.4359332,0.3505287,7.958151

