step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4753706,0.4063845,0.3048999,0.7090516,0.6839655,0.2725515,1.010512
1,0.4720215,0.3299249,0.3172305,0.6848067,0.752346,0.2757996,1.381764
2,0.6597327,0.8104509,0.6107495,0.6449182,0.413203,0.819342,7.246316
3,0.4462566,0.3715974,0.3634849,0.6135154,0.6345323,0.2481532,0.7253013
4,0.6501241,0.7344446,0.6344251,0.6854004,0.4396094,0.7567411,0.6591231
5,0.6515234,0.980325,0.7597448,0.6466585,0.5924153,0.2784734,1.60453
6,0.7000593,0.9803252,0.7053788,0.7076747,0.6600082,0.4469096,5.666345
7,0.4874381,0.4876613,0.381125,0.673599,0.5813707,0.3134342,0.9102272
8,0.7043896,1.014166,0.7769795,0.7081398,0.5308709,0.491792,1.634902
9,0.4841226,0.3770572,0.3776556,0.7568915,0.5642594,0.3447495,0.9776253
10,0.4787422,0.431323,0.3133703,0.7649312,0.5060615,0.3780251,0.7750809
11,0.4714603,0.3770572,0.385573,0.6810044,0.4915676,0.4220994,3.525783
12,0.6939903,0.9803252,0.7981637,0.7227576,0.4079453,0.5607597,1.701992
13,0.6850127,0.9153642,0.8230569,0.7762374,0.3123926,0.5980123,1.702046
14,0.470525,0.3770571,0.3927617,0.7929342,0.3761729,0.4136993,0.8761575
15,0.7573466,0.8238978,0.8186713,0.8067211,0.212145,1.125298,0.9434891
16,0.8251727,0.9700868,0.8755783,0.8460573,0.2190661,1.215075,2.749695
17,0.7972758,0.9578058,0.8050789,0.7882333,0.1652812,1.26998,1.24678
18,0.4613312,0.4362229,0.4741111,0.7578719,0.2538127,0.3846371,0.7417583
19,0.734695,1.102865,0.8817234,0.7821667,0.2566697,0.65005,1.670984

