edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6719373,0.6719373,0.6079434,0.6399404,0.6399404
0.7188947,0.7188947,0.5881866,0.6535407,0.6535407
0.7446457,0.7446457,0.5503904,0.6475181,0.6475181
0.7375111,0.7375111,0.5771827,0.6092484,0.6733798
0.7460167,0.7460167,0.5595126,0.5905966,0.6527647
0.7388334,0.7388334,0.5849099,0.5541251,0.677264
0.8026273,0.83607,0.6354133,0.5685277,0.7691845
0.7853997,0.8181247,0.6544998,0.5235998,0.7853997
0.7809308,0.8134696,0.6833146,0.4880818,0.8134696
0.8140589,0.847978,0.7123016,0.4748677,0.8818971
0.8048698,0.8719423,0.6707249,0.4359712,0.9054785
0.8462404,0.9167604,0.7404604,0.4231202,0.9872803
0.8088707,0.8762766,0.7414649,0.3707324,0.9773853
0.829645,0.8987821,0.760508,0.3456854,1.037056
0.821484,0.9241695,0.7530271,0.3080565,1.061083
0.7908992,0.885807,0.6959913,0.2847237,0.9807148
0.7963511,0.8882377,0.6738356,0.2450311,0.9494954
0.8476791,0.9418656,0.6593061,0.2511642,0.9732611
0.9396023,1.044003,0.7308019,0.2436005,1.113603
0.9314026,1.069388,0.7244244,0.2069783,1.138381

